།	punc -
འདེབས་	v.pres -
འདེབས་པ	n.v.pres -
འདེབས་མཁན་	n.v.pres -
འདོ	v.pres -
འདོགས་པ	n.v.pres -
འདོགས་པ་	n.v.pres -
འདོང་	v.fut.v.pres -
འདོད	v.fut.v.pres -	v.invar -
འདོད་	n.count -	v.aux -	v.invar -	v.past.v.pres -
འདོད་པ	n.v.invar -	n.v.past -
འདོད་པ་	n.v.invar -	n.v.past -
འདོད་པ་སྒྲུབ་དགོས་	n.count -
འདོད་ཡོན་	n.count -
འདོན་	v.pres -
འདོན་པ་	n.v.pres -
འདོམས	v.imp -
འདོམས་	n.count -
འདོར་	v.fut.v.pres -
འདྲ	n.rel -	v.fut.v.pres -	v.invar -
འདྲ་	n.rel -	v.fut.v.pres -	v.invar -
འདྲ་བ	n.v.fut.n.v.pres -	n.v.invar -
འདྲ་བ་	n.v.fut.n.v.pres -	n.v.invar -
འདྲ་མོ་	adj -
འདྲལ་	v.pres -
འདྲི་	v.pres -
འདྲི་བ་	n.v.pres -
འདྲེ་	n.count -	v.fut.v.pres -
འདྲེན	v.pres -
འདྲེན་	v.pres -
འདྲེན་པ	n.v.pres -
འདྲེན་པོ	adj -
འདྲེན་པོ་	adj -
འདྲེས་པ	n.v.invar -
འདྲེས་པ་	n.v.invar -
འདྲོངས	v.past -
འདྲོངས་	v.past -
འདྲོངས་པ	n.v.past -
འདྲོངས་པ་	n.v.past -
འཕང་མཐོ་	adj -
འཕངས་	v.past -
འཕངས་པ་	n.v.past -
འཕམ་	v.invar -
འཕམ་པ་	n.v.past -
འཕུར་	v.fut.v.pres -	v.invar -
འཕུར་བ་	n.v.fut.n.v.pres -
འཕེན	v.pres -
འཕེན་པ་	n.v.pres -
འཕེལ	v.invar -
འཕེལ་	v.fut.v.pres -	v.invar -
འཕེལ་པོ་	adj -
འཕེལ་བ	n.v.fut.n.v.pres -
འཕོ་བ	n.v.invar -
འཕོ་བ་	n.v.invar -
འཕོ་བ་གྲོང་འཇུག་	n.count -
འཕོག་	v.fut.v.pres -
འཕོས་	v.past -
འཕོས་པ	n.v.past -
འཕྱ་བ་	n.v.fut.n.v.pres -
འཕྱངས་	v.past -
འཕྱི་བ་	n.v.fut.n.v.pres -
འཕྱུགས་པ་	n.v.past.n.v.pres -
འཕྱུར	v.invar -
འཕྱུར་	v.invar -
འཕྱོ	v.invar -
འཕྱོ་བ་	n.v.invar -
འཕྱོངས་	v.past -
འཕྲད་	v.fut.v.pres -
འཕྲད་པ་	n.v.invar -
འཕྲལ་	adv.temp -	n.rel -	v.fut.v.pres -
འཕྲས་	v.past -
འཕྲིན་	n.count -
འཕྲིན་ལས་	n.count -
འཕྲུལ་འཁོར་	n.count -
འཕྲུལ་འཁོར་གནད་	n.count -
འཕྲེང་	v.invar -
འཕྲེང་བ	n.v.invar -
འཕྲོ་	adv.temp -	n.count -	n.rel -	v.fut.v.pres -
འཕྲོ་བ་	n.v.fut.n.v.pres -
འཕྲོག་	v.fut.v.pres -
འཕྲོད	v.invar -
འཕྲོད་པ	n.v.invar -
འཕྲོད་པ་	n.v.invar -
འཕྲོས་	v.past.v.pres -
འཕྲོས་པ་	n.v.past.n.v.pres -
འབག	v.fut.v.pres -
འབགས་	v.past.v.pres -
འབངས་	n.count -
འབད་	v.invar -
འབད་པ	n.v.invar -
འབབ	v.fut.v.pres -
འབབ་	v.fut.v.pres -
འབབ་པ	n.v.fut.n.v.pres -
འབབ་པ་	n.v.fut.n.v.pres -
འབར	v.invar -
འབར་	v.fut.v.pres -
འབར་བ	n.v.fut.n.v.pres -
འབར་བ་	n.v.fut.n.v.pres -
འབིགས་པ	n.v.pres -
འབུ	n.count -
འབུ་	n.count -
འབུངས་	v.imp -
འབུར་ཚད་	n.v.invar -
འབུལ	v.pres -
འབུལ་	v.pres -
འབུལ་བ	n.v.pres -
འབུལ་བ་	n.v.pres -
འབུལ་རྒྱུ་	n.v.pres -
འབེབས་	v.pres -
འབོགས་པ	n.v.pres -
འབོད་	v.fut.v.pres -
འབོད་པ	n.v.fut.n.v.pres -
འབོལ་གཉིས་རྩེག་གྲུམ་སེ་	n.count -
འབོལ་ཆུང་	n.count -
འབོལ་ལེ་བ་	adj -
འབྱར་བ་	n.v.fut.n.v.pres -	n.v.past -
འབྱུང་	v.fut.v.pres -
འབྱུང་གནས་	n.count -
འབྱུང་པོ	n.count -
འབྱུང་བ	n.v.fut.n.v.pres -
འབྱུང་བ་	n.v.fut.n.v.pres -
འབྱུང་ས་	n.v.fut.n.v.pres -
འབྱེད་	v.pres -
འབྱོན་	v.fut.v.pres -
འབྱོན་པ	n.v.pres -
འབྱོན་པ་	n.v.pres -
འབྱོན་ལུགས་	n.v.fut.n.v.pres -
འབྱོར་	v.fut.v.pres -	v.invar -	v.past.v.pres -
འབྱོར་གྲབས་	n.v.fut.n.v.pres -
འབྱོར་བ	n.v.fut.n.v.pres -	n.v.past -
འབྱོར་བ་	n.v.past -
འབྲངས་པ	n.v.past -
འབྲལ་བ་	n.v.fut.n.v.pres -
འབྲལ་མེད་	adj -
འབྲས་	n.mass -
འབྲས་བུ་	n.count -
འབྲས་བུ་སྐྱོན་བྲལ་ཉམས་མྱོང་	n.count -
འབྲིང་པོ་	adj -
འབྲུ་	n.count -
འབྲུ་མིག་	n.count -
འབྲུ་ཚུགས་	adj -
འབྲུ་སྣ་	n.count -
འབྲུག་	n.count -
འབྲུག་པ་	dunno -
འབྲེལ་	v.past.v.pres -
འབྲེལ་ཐག་	n.count -
འབྲེལ་བ་	n.v.fut.n.v.pres -
འབྲོག་	n.count -
འབྲོག་པ་	n.count -
འམ	cv.ques -
འམ་	cv.ques -
འཚངས་པ	n.v.past.n.v.pres -
འཚམ་	v.fut.v.pres -
འཚམ་པ	n.v.fut.n.v.pres -
འཚམ་པ་	n.v.fut.n.v.pres -
འཚམས་	n.count -
འཚལ་	v.fut.v.pres -	v.invar -
འཚལ་བ་	n.v.fut.n.v.pres -
འཚལ་ལུགས་	n.v.invar -
འཚེང་	v.fut.v.pres -
འཚེམ་	v.fut.v.pres -	v.imp -
འཚེར་བ	n.v.fut.n.v.pres -
འཚོ	v.pres -
འཚོ་བ	n.v.fut.n.v.pres -
འཚོ་བ་	n.count -	n.v.invar -
འཚོ་བ་རྟ་	n.count -
འཚོགས་	v.past.v.pres -
འཚོང་པོ	adj -
འཚོང་བ་	n.v.pres -
འཚོད་པ	n.v.pres -
འཚོལ་	v.pres -
འཛག་	v.fut.v.pres -
འཛག་པ་	n.v.fut.n.v.pres -
འཛམ་གླིང་	n.count -
འཛམ་གླིང་བྱང་ཕྱོགས་ས་སྟེང་	n.count -
འཛམ་བུ	n.count -
འཛམ་བུ་གླིང་	n.count -
འཛིང་	v.fut.v.pres -
འཛིངས་	v.invar -
འཛིན	v.pres -
འཛིན་	v.pres -
འཛིན་པ	n.v.pres -
འཛིན་པ་	n.v.pres -
འཛུགས	v.pres -
འཛུད	v.pres -
འཛུབ་	n.count -
འཛུམ་པ་	n.v.invar -
འཛུལ་	v.invar -
འཛེག་	v.fut.v.pres -
འཛེག་པ	n.v.fut.n.v.pres -
འཛེགས་	v.past -
འཛེམ་པ	n.v.fut.n.v.pres -
འཛོམ	v.invar -
འཛོམ་	v.fut.v.pres -	v.invar -
འཛོམ་པ	n.v.fut.n.v.pres -
འཛོམ་པ་	n.v.fut.n.v.pres -
འཛོམ་པོ	adj -
འཛོམ་ས	n.v.invar -
འི	case.gen -
འི་	case.gen -	cv.gen -
འུ་ཅག་	p.pers -
འུར་རྡོ་	n.count -
འོ	cv.fin -
འོ་	adv.proclausal -	cv.fin -
འོ་ཅག་	p.pers -
འོ་དོད་	interj -
འོ་ན་	adv.proclausal -
འོ་རྒྱལ་	n.count -
འོ་སྐོལ་	p.pers -
འོག་	n.rel -
འོག་མ་	adj -
འོག་མིན་	n.prop -
འོང་	v.fut.v.pres -
འོང་བ	n.v.fut.n.v.pres -
འོང་བ་	n.v.fut.n.v.pres -
འོངས་	v.past -
འོངས་པ	n.v.past -
འོངས་པ་	n.v.past -
འོད་	n.count -
འོད་གསལ་	n.count -
འོད་གསལ་མ་བུ་	n.count -
འོད་ཟེར་ཁ་དོག་	n.count -
འོན་	adv.proclausal -
འོར་མ་གྲུ་གསུམ་	n.prop -
འོས་	n.count -	v.invar -
འོས་པ	n.v.fut.n.v.pres -
ཡ	d.dem -
ཡ་	n.count -
ཡ་གི་	d.dem -
ཡ་གྱལ་	adj -
ཡ་ཏོག་	n.count -
ཡ་མ་ཟུང་	adj -
ཡ་མཚན་	adj -	n.count -
ཡ་མཚན་ཅན་	adj -
ཡ་འཁལ་	n.count -
ཡ་འབྲོག་སྟག་ལུང་པ་	n.prop -
ཡང་	adv.proclausal -	cl.focus -	dunno -
ཡང་ཆེ་རབ་	adj -
ཡང་ཐོག་	n.count -
ཡང་དག་	adj -
ཡང་རབ་	adj -
ཡངས་	n.count -	v.invar -
ཡངས་པ	adj -
ཡན་	adv.dir -
ཡན་ལག་	n.count -
ཡན་ལག་བདུན་པ་	adj -
ཡབ་	n.count -
ཡབ་ཡུམ་	n.count -
ཡབ་ཡུམ་སྲས་	n.count -
ཡར་འགྲོ་མར་འགྲོ	n.count -
ཡར་ལམ་	n.count -
ཡར་ལུངས་	n.count -
ཡར་ལུངས་སྐྱོར་པོ་	n.prop -
ཡལ་བ	n.v.fut.n.v.pres -	n.v.past -
ཡས་ཕོ	n.prop -
ཡི	case.gen -
ཡི་	case.gen -	n.count -
ཡི་གེ	n.count -
ཡི་གེ་	n.count -	n.mass -
ཡི་ཆད་	n.count -
ཡི་དམ་	n.count -
ཡི་དམ་མཁའ་འགྲོ	n.count -
ཡི་མུག་	n.count -
ཡི་མུག་ཁོང་གཟེར་	dunno -
ཡིག་ཆ་	n.count -
ཡིག་བརྫུས་	n.count -
ཡིག་འབྲུ་	n.count -
ཡིང་ཆད་	n.count -
ཡིད་	n.count -
ཡིད་ཆད་	n.count -
ཡིད་དམ་	n.count -
ཡིད་དུང་ངེ་བ་	n.count -
ཡིད་བཏགས་	n.count -
ཡིན	v.cop -
ཡིན་	v.cop -
ཡིན་པ	n.v.cop -
ཡིན་པ་	n.v.cop -
ཡིས	case.agn -
ཡིས་	case.agn -	cv.agn -
ཡུ་བ་	n.count -
ཡུག་	n.count -
ཡུགས་	dunno -
ཡུང་	dunno -
ཡུད་	n.count -
ཡུན་	n.count -
ཡུན་རིང་	adv.temp -	n.count -
ཡུམ	n.count -
ཡུམ་	n.count -
ཡུམ་ཆེན་	n.count -
ཡུར་མ་	n.count -
ཡུལ	n.count -
ཡུལ་	n.count -
ཡུལ་ཆུང་	n.count -
ཡུལ་པ	n.count -
ཡུལ་པ་	n.count -
ཡུལ་ཕྱོགས་	n.count -
ཡུལ་མི	n.count -
ཡུལ་མི་	n.count -
ཡུལ་མི་ཁྱིམ་མཚེས་	n.count -
ཡུལ་མི་ཁྱིམ་མཛེས་	n.count -
ཡུལ་རྐྱེན་	n.count -
ཡུས་	n.count -	v.fut.v.pres -	v.invar -
ཡེ་	adv.intense -
ཡེ་ཤེས་མཁའ་འགྲོ	n.prop -
ཡེགས་	v.pres -
ཡེངས་	n.count -	v.past -	v.past.v.pres -
ཡེངས་པ་	n.v.past -
ཡེར་བ་	n.v.fut.n.v.pres -
ཡེར་རེ	adj -
ཡོ་	v.invar -
ཡོ་བྱད་	n.count -
ཡོག་	v.fut.v.pres -
ཡོག་པ་	n.count -
ཡོག་ཚད་	dunno -
ཡོང་	v.fut.v.pres -	v.invar -
ཡོང་པ་	n.v.invar -
ཡོང་བ	n.v.fut.n.v.pres -	n.v.invar -
ཡོང་བ་	n.v.fut.n.v.pres -	n.v.invar -
ཡོང་མཁན་	n.v.invar -
ཡོང་སྒོ་	n.count -
ཡོངས	v.past -
ཡོངས་	d.plural -	v.past -
ཡོངས་གྲགས་	adj -
ཡོངས་པ	n.v.past -
ཡོངས་པ་	n.v.past -
ཡོད	v.invar -
ཡོད་	v.fut.v.pres -	v.invar -
ཡོད་པ	n.v.invar -
ཡོད་པ་	n.v.invar -
ཡོད་ཚད་	n.v.invar -
ཡོན་	n.count -
ཡོན་ཏན་	n.count -
ཡོན་བདག	n.count -
ཡོན་བདག་	n.count -
ཡོན་བདག་ཡུལ་མི་	n.count -
ཡོབ་ཆེན་	n.count -
ཡོལ་	v.invar -
ཡོལ་མོ་གངས་ར་	n.prop -
ཡོས་	n.count -
ཡོས་དཀྲུགས་	n.count -
ར	case.term -
ར་	case.term -	cv.term -	n.count -
ར་བ	n.count -
ར་བ་	n.count -
ར་མ་	n.count -
ར་མགོ་	n.count -
ར་ཧུ་ལ	n.prop -
རག་ལས་	dunno -
རགས་	v.past -
རང་	d.det -	p.indef -	p.pers -	p.refl -	v.invar -
རང་གནས་	n.count -
རང་གཞན་	n.count -
རང་གྲོལ་	n.count -
རང་ངོ་	n.count -
རང་དབང་	n.count -
རང་དབང་བ	dunno -
རང་དོན་	n.count -
རང་པ་	n.count -
རང་བཞིན་	n.count -
རང་བྱན་	n.count -
རང་མཐོང་	n.count -
རང་ཞི་བདེ་དོན་	n.count -
རང་ཟས་	n.count -
རང་འདོད་	n.count -
རང་ཡུལ་	n.count -
རང་རང་སྐད་	n.count -
རང་རེ	p.pers -
རང་རེ་	p.pers -
རང་རྒྱུད་	n.count -
རང་རྩིས་	n.count -
རང་ལུས་	n.count -
རང་སེམས་	n.count -
རང་སྦྲ	n.count -
རང་སྲོག་	n.count -
རན	v.aux -
རན་	v.aux -	v.invar -
རན་པ	n.v.past -	n.v.past.n.v.pres -
རན་པ་	n.v.past.n.v.pres -
རབ	d.emph -
རབ་	adv.intense -	d.emph -	dunno -	n.count -
རབ་གནས	n.count -
རབ་གནས་	n.count -
རབ་གནས་སྟོན་མོ་	n.count -
རབ་བྱུང་	n.count -
རབ་རྟ་བཟང་	n.count -
རབས་	n.count -
རབས་དགུ་བརྒྱུད་	n.count -
རམ	cv.ques -
རམ་	cv.ques -
རམ་མདའ་	n.count -
རམ་འདའ་	n.count -
རལ	v.invar -
རལ་གྲི་	n.count -
རལ་གྲི་ལྔོ་	n.count -
རལ་བ་	n.count -
རས་	n.count -
རས་གོས་	n.count -
རས་ཆུང་པ	n.prop -
རས་ཆུང་བ	n.prop -
རས་པ་	n.count -
རི	n.count -
རི་	dunno -	n.count -
རི་ཁྲོད་	n.count -
རི་དགས་	n.count -
རི་དྭགས་	n.count -
རི་བོ	n.count -
རི་བོ་	n.count -
རི་བོང་	n.count -
རི་མོ	n.count -
རི་མོ་	n.count -
རི་རྩེ	n.count -
རི་རྩེ་	n.count -
རི་སྣ་	n.count -
རིག་པ	n.v.invar -	n.v.past -
རིག་པ་	n.v.invar -
རིག་རིག་	adv.mim -
རིགས་	n.count -	v.fut.v.pres -	v.invar -
རིགས་པ	n.v.invar -
རིགས་པ་	n.v.invar -
རིང་	n.rel -	v.invar -
རིང་ངེ་བ་	adj -
རིང་པོ་	adj -
རིང་བ་	n.v.invar -
རིངས་	v.invar -
རིངས་པ་	n.v.invar -
རིངས་པོ	adj -
རིད་པ	n.v.invar -
རིད་པ་	n.v.invar -
རིད་པོ་	n.count -
རིན་	n.count -
རིན་ཆེན་	adj -
རིན་ཆེན་གསེར་	n.mass -
རིན་ཆེན་རྒྱན་ཆ་མཛེས་	adj -
རིན་ཆེན་སྲོག་	n.count -
རིན་པོ་ཆེ	adj -	n.mass -
རིན་པོ་ཆེ་	adj -	n.mass -
རིམ་	n.count -
རིམ་པ	n.count -
རིམ་པ་	n.count -
རིལ་པོ་	adj -
རུ	case.term -
རུ་	case.term -	cv.term -	n.count -
རུ་བཞི་མ་	adj -
རུག་གེ་	adj -
རུང་	cv.rung -	dunno -	v.fut.v.pres -	v.invar -
རུང་བ	n.v.invar -
རུང་བ་	n.v.invar -
རུལ་	v.invar -	v.past -
རུལ་བ་	n.v.fut.n.v.pres -
རུས་ཀྲང་	n.count -
རུས་པ	n.mass -
རུས་པ་	n.count -
རུས་ཞེན་	n.count -
རེ	d.det -	n.count -	p.indef -	v.invar -
རེ་	d.det -	dunno -	n.count -	num.card -	p.indef -	v.invar -	v.past.v.pres -	v.pres -
རེ་བ་	dunno -	n.v.invar -
རེ་རེ	d.det -
རེ་རེ་	d.det -	p.indef -
རེག་	v.invar -
རེག་པ་	n.v.invar -
རེམ་	v.imp -	v.past.v.pres -
རེམ་པོ་	adj -
རེས་	n.count -
རོ	cv.fin -	n.count -
རོ་	cv.fin -	n.count -
རོ་སྟོད་	n.count -
རོག་པ	n.v.invar -
རོགས་	v.imp -
རོང་སྟོན་ལྷ་དགའ་	n.prop -
རོལ་ཆ་	n.count -
རོལ་བ	n.v.fut.n.v.pres -
རྐང་	n.count -
རྐང་ཆག་མ་	adj -
རྐང་པ་	n.count -
རྐང་བ་	n.count -
རྐང་ཚུགས་ཕུག་	n.prop -
རྐན་	n.count -
རྐེ་	n.count -
རྐེད་པ་	n.count -
རྐོ་ཆུ་	n.count -
རྐོས	v.imp -
རྐྱལ་	n.count -
རྐྱེན	n.count -
རྐྱེན་	n.count -
རྐྱེན་བཟློག་	n.count -
རྒན་	n.count -
རྒན་པ་	n.count -
རྒན་མོ	adj -
རྒན་མོ་	adj -
རྒན་སྐྲ་དཀར་	n.count -
རྒས་	v.past -
རྒས་པ་	n.v.past -
རྒོད་	n.count -
རྒོད་པོ་	n.count -
རྒོད་མ	n.count -
རྒོད་མ་	n.count -
རྒོད་ཚང་	n.count -
རྒོད་རྩེ་སྒྲོ་	n.count -
རྒོལ་	v.pres -
རྒྱ	n.count -	v.fut.v.pres -
རྒྱ་	adv.temp -	dunno -	n.count -	v.fut.v.pres -	v.invar -
རྒྱ་གར་	n.prop -
རྒྱ་ཆེན་	adj -
རྒྱ་ཇ	n.count -
རྒྱ་དཔེ་	n.count -
རྒྱ་བ	n.v.fut.n.v.pres -
རྒྱ་བ་	n.v.fut.n.v.pres -
རྒྱ་མཐོངས་	n.count -
རྒྱ་མཚོ	n.count -
རྒྱ་མཚོ་	n.count -
རྒྱ་མོ་	n.count -
རྒྱ་འགྲེལ་	n.count -
རྒྱ་འཐོངས་ཁ་	n.count -
རྒྱ་འདྲེ	n.count -
རྒྱག་	v.fut.v.pres -
རྒྱགས་ཆུ་	n.mass -
རྒྱགས་ཡོན་	n.count -
རྒྱང་	n.count -
རྒྱང་གྲགས་ཆེ་	n.count -
རྒྱང་པ་	n.v.pres -
རྒྱངས་	n.count -
རྒྱན་	n.count -
རྒྱབ	v.pres -
རྒྱབ་	n.count -	n.rel -	v.pres -
རྒྱབ་གཞུང་	n.count -
རྒྱབ་པ་	n.v.pres -
རྒྱབ་རྟེན་	n.count -
རྒྱབ་ལོག་	n.count -
རྒྱལ	v.invar -
རྒྱལ་	v.invar -
རྒྱལ་ཁམས་	n.count -
རྒྱལ་པོ་	n.count -
རྒྱལ་བ	n.prop -	n.v.fut.n.v.pres -
རྒྱལ་བ་	n.count -
རྒྱལ་མཚན་	n.count -
རྒྱལ་སྲས་	n.count -
རྒྱས་	n.count -	v.invar -
རྒྱས་པ	n.v.past -
རྒྱས་པ་	n.v.past -
རྒྱས་བ	n.v.past -
རྒྱུ	n.count -
རྒྱུ་	dunno -	n.count -
རྒྱུ་མཚན་	n.count -
རྒྱུ་མཚན་ལོ་རྒྱུས་	n.count -
རྒྱུག	v.invar -
རྒྱུག་	v.invar -
རྒྱུད་	n.count -
རྒྱུད་པ་	n.v.pres -
རྒྱུད་འགྲེལ་	n.count -
རྒྱུད་ལུང་མན་ངག་	n.count -
རྒྱུད་སྡེ་བཞི	n.count -
རྒྱུན་	n.count -
རྒྱུས	v.imp -
རྒྱུས་	v.imp -	v.invar -
རྔ	v.pres -
རྔ་	v.pres -
རྔ་གདང་རྒྱུག་	n.count -
རྔ་གདང་རྒྱུག་དུད་པ་ལང་རྒྱུག་	n.count -
རྔ་རྒྱུ་	n.v.pres -
རྔན་པ	n.count -
རྔན་པ་	n.v.pres -
རྔོག་	n.prop -
རྔོག་ཆོས་སྐུ་རྡོ་རྗེ	n.prop -
རྔོག་ཆོས་སྐུ་རྡོ་རྗེ་	n.prop -
རྔོག་པ	n.prop -
རྔོག་པ་	n.prop -
རྔོག་སྟོན་	n.prop -
རྔོག་སྟོན་ཆོས་རྡོར	n.prop -
རྔོག་སྟོན་ཆོས་རྡོར་	n.prop -
རྔོད་	v.pres -
རྔོད་པ	n.v.pres -
རྔོད་སྟེགས་	n.count -
རྗེ	v.pres -
རྗེ་	n.count -	v.pres -
རྗེ་བ	n.v.pres -
རྗེ་བ་	n.v.pres -
རྗེ་བཙུན་	n.count -
རྗེ་ལོངས་སྤྱོད་རྫོགས་སྐུ	n.count -
རྗེན་ནེ་	adj -
རྗེས་	n.count -	n.rel -
རྗེས་ཐོབ་	n.count -
རྗེས་འགྲོ	dunno -
རྙིང་པ་	n.v.fut.n.v.pres -
རྙིང་བ་	n.v.fut.n.v.pres -
རྙེད་	d.tsam -	v.invar -
རྙེད་པ	n.v.invar -	n.v.past -
རྙེད་པ་	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
རྟ་	n.count -
རྟ་ཕོ	n.count -
རྟ་ཕོ་	n.count -
རྟ་བོང་	n.count -
རྟ་རྒོད་མ་	n.count -
རྟ་སོ	n.prop -
རྟག་	v.fut.v.pres -
རྟག་ཏུ་ངུ	n.prop -
རྟག་པ	n.v.fut.n.v.pres -
རྟག་པ་	n.v.pres -
རྟགས་	n.count -
རྟགས་སྣང་	n.count -
རྟིང་	n.rel -
རྟིང་སོ	adv.temp -
རྟེང་	n.rel -
རྟེན་	n.count -	n.rel -
རྟེན་པ	n.v.pres -
རྟེན་མཆོད་	n.count -
རྟེན་འབྲེལ་	n.count -
རྟེན་ས་	n.v.pres -
རྟོག་	v.past.v.pres -
རྟོག་པ	n.v.past.n.v.pres -
རྟོག་པ་	n.v.pres -
རྟོག་མེད་	adj -
རྟོགས	v.invar -
རྟོགས་པ	n.v.fut.n.v.pres -	n.v.invar -
རྟོགས་པ་	n.v.invar -	n.v.past -
རྡིག་	n.count -
རྡུལ་ཚོན་	n.mass -
རྡོ	n.count -
རྡོ་	n.count -
རྡོ་བ	n.count -
རྡོ་བ་	n.count -
རྡོ་མལ་	n.count -
རྡོ་རྗེ	n.count -
རྡོ་རྗེ་	n.count -
རྡོ་རྗེ་དྲིལ་བུ	n.count -
རྡོ་རྗེ་ཕག་མོ	n.prop -
རྡོ་རྗེ་འཆང་	n.prop -
རྡོ་རྗེ་འཆང་ཆེན་	n.prop -
རྡོ་རྗེ་སྤུན་	n.count -
རྡོག་	n.count -
རྡོག་མ་	n.count -
རྣ་བ	n.count -
རྣ་བ་	n.count -
རྣག་ཁྲག་	n.mass -
རྣངས་	v.past -
རྣམ་ཐར་	n.count -
རྣམ་དག་	adj -
རྣམ་པ	n.count -
རྣམ་པ་	n.count -
རྣམ་པ་མཐོ་རིས་	n.count -
རྣམ་བྱང་	adj -
རྣམ་འགྱུར་	n.count -
རྣམ་རྟོག་	n.count -
རྣམ་རྟོག་རྒྱུན་	n.count -
རྣམ་ཤེས་	n.count -
རྣམ་སྨིན་	n.count -
རྣམ་སྨིན་ཤ་ཁྲག་བརྡོས་བཅས་	n.count -
རྣམས	d.plural -
རྣམས་	d.plural -
རྣལ་འབྱོར་	n.count -
རྣལ་འབྱོར་པ	n.count -	n.prop -
རྣལ་འབྱོར་པ་	n.count -
རྣལ་འབྱོར་བ་	n.count -
རྣོ་	v.invar -
རྣོན་པོ	adj -
རྦབ་	v.pres -
རྨ	v.fut.v.pres -
རྨ་	n.count -	v.fut.v.pres -
རྨ་བྱ	n.count -
རྨང་	n.count -
རྨང་རྡོ	n.count -
རྨངས་	n.count -
རྨི	v.fut.v.pres -
རྨི་པ	n.v.fut.n.v.pres -
རྨི་ལམ་	n.count -
རྨི་ལམ་བརྡ་	n.count -
རྨིས	v.past -
རྨིས་པ	n.v.past -
རྨིས་པ་	n.v.past -
རྨོ་	v.fut.v.pres -
རྨོག་	n.count -
རྨོངས་པ་	n.v.invar -
རྨོས་	n.count -	v.imp -	v.past -
རྨོས་པ	n.v.past -
རྩ	n.count -	n.prop -	n.rel -
རྩ་	n.count -	n.prop -	num.card -
རྩ་ཕྲན་	n.count -
རྩ་བ	n.count -
རྩ་བ་	n.count -
རྩ་རི་	n.prop -
རྩ་རྒྱུས་	n.count -
རྩ་རྩེ་	n.count -
རྩ་རླུང་	n.count -
རྩད་	n.count -
རྩམ་ཆང་	n.mass -
རྩལ་	n.count -
རྩས་མ་	n.count -
རྩི་	n.count -	v.pres -
རྩི་བཅུད་	n.count -
རྩི་ཤིང་	n.count -
རྩིག་	v.pres -
རྩིག་པ	n.v.pres -
རྩིག་འཕྲོ་	n.count -
རྩིག་རྨང་	n.count -
རྩིག་ས་	n.v.pres -
རྩིགས	v.imp -	v.past -
རྩིགས་	n.count -	v.past -
རྩིགས་ཆུང་	adj -
རྩིབས་	n.count -
རྩིས་	n.count -
རྩེ	n.count -
རྩེ་	n.count -	v.fut.v.pres -
རྩེ་བ་	n.v.fut.n.v.pres -
རྩེ་མོ་	n.count -
རྩེ་ལྔ་པ་	adj -
རྩེལ་པོ་	n.count -
རྩེས་པ	n.v.past -
རྩེས་པ་	n.v.past -
རྩོལ་མེད་	adj -
རྫ	n.count -
རྫ་	n.count -
རྫ་གཏུགས་	n.count -
རྫ་བྲག་	n.count -
རྫས	n.count -
རྫས་	n.count -
རྫི་བོ་རྒན་བྱིས་	n.count -
རྫིང་	n.count -
རྫུ་འཕྲུལ་	n.count -
རྫེ་བཙུན་	n.count -
རྫོགས་	v.invar -	v.past -	v.past.v.pres -
རྫོགས་ཆེན་	n.count -
རྫོགས་པ	n.v.fut.n.v.pres -	n.v.invar -
རྫོགས་པ་	n.v.invar -
རྫོགས་བ	n.v.past -
རྫོང་	n.count -
རྫོང་བ	n.v.pres -
རྫོངས་	n.count -
རྫོངས་མཚོན་པ་	n.count -
རྭ་	n.count -
རྭ་ཅན་གཡག་ཤད་	n.count -
རླ་	n.count -
རླག་	v.pres -
རླུང་	n.count -
རླུང་མ་	n.count -
རླུང་ཚུབ་	n.count -
རློག	v.pres -
རློབ་	v.pres -
རློབས	v.imp -
རློབས་	v.imp -
ལ	adv.proclausal -	case.all -	cv.all -
ལ་	case.all -	cv.all -	dunno -	n.count -
ལ་ཁ	n.count -
ལ་ཁ་	n.count -
ལ་ཁ་བ་	n.count -
ལ་ཅ	n.mass -
ལ་ཆ	n.mass -
ལ་ཕྱི་	n.prop -
ལ་ཕྱི་གངས་	n.prop -
ལ་ཕྱི་གངས་ར་	n.prop -
ལ་རྩེ་	n.count -
ལ་ལ	p.indef -
ལ་ལ་	p.indef -
ལ་སྟོད་	n.prop -
ལ་སྟོད་རྒྱལ་	n.prop -
ལ་སྟོད་ལྷོ་	n.prop -
ལག་	n.count -
ལག་པ	n.count -
ལག་པ་	n.count -
ལག་མཐུ	n.count -
ལགས	v.cop -
ལགས་	v.cop -
ལགས་པ	n.v.cop -
ལངས	v.past -
ལངས་	v.past -
ལངས་པ	n.v.past -
ལངས་པ་	n.v.past -
ལན	v.invar -
ལན་	n.count -	v.imp -	v.invar -
ལན་པ་	n.v.past.n.v.pres -
ལབ་	v.fut.v.pres -	v.invar -
ལབ་པ་	n.v.fut.n.v.pres -
ལབས་	v.past -
ལམ	cv.ques -	n.count -
ལམ་	cv.ques -	n.count -
ལམ་ཁ	n.count -
ལམ་ཁ་	n.count -
ལམ་ག་	n.count -
ལམ་གྲོགས་	n.count -
ལམ་ཆས་	n.count -
ལམ་བར་	n.count -
ལམ་བརྒྱགས་	n.count -
ལམ་རིམ་	n.count -
ལམ་སྣ་	n.count -
