།	punc -
བླུགས་པ	n.v.past -
བླུན་པོ	n.count -
བློ	n.count -
བློ་	n.count -
བློ་གྲོས་	n.count -
བློ་གྲོས་ཅན་	n.count -
བློ་གྲོས་བརྟན་པ	n.prop -
བློ་གྲོས་བརྟན་པ་	n.prop -
བློ་གྲོས་མི་ཟད་པ་བསྟན་པའི་མདོ་	n.prop -
བློ་གྲོས་མི་ཟད་པས་བསྟན་པ་	n.prop -
བློ་གྲོས་མི་ཟད་པས་བསྟན་པའི་མདོ	n.prop -
བློ་གྲོས་རབ་རིབ་བ	n.count -
བློ་གྲོས་རྒྱ་མཚོ	n.prop -
བློ་གྲོས་རྒྱ་མཚོས་ཞུས་པའི་མདོ་	n.prop -
བློ་གྲོས་རྒྱལ་པོ་	n.prop -
བློ་ངན་	n.count -
བློ་དབང་པོ་	n.count -
བློ་ཕྱོགས་	n.count -
བློ་བཟང་སྐྱོ་བ་མེད་ལྡན་བརྩེ་བ་ཅན	n.count -
བློ་བརྟན་	n.prop -
བློ་མ་	n.count -
བློ་མཐའ་ཡས་	n.prop -
བློ་རྣོ་བ	n.count -
བློ་ལྡན་	n.count -
བློ་ལྡན་བསྟན་པ་	n.count -
བློ་ལྡན་ཚེ་	n.count -
བློ་ལྡན་ཡོན་ཏན་	n.count -
བློ་སྐྱེ་	n.count -
བློ་སྣ་	n.count -
བློན་	dunno -	n.count -
བློན་ཁྲི་བཞེར་སང་ཤི་	n.prop -
བློན་པོ	n.count -
བློན་པོ་	n.count -
བློན་པོ་ཆོས་	n.count -
བློན་པོ་ནག་པོ་	n.count -
བློན་མ་ཞང་གྲོམ་པ་སྐྱེས་	n.prop -
བྷ་	skt -
བྷ་ཀུ་ལ	n.prop -
བྷ་ག་བི་ཧཱ་ར་	n.prop -
བྷ་བྱ་	n.prop -
བྷ་བྱ་གྷོ་ཥ་	n.prop -
བྷ་ར་དྷྭ་ཛ	n.prop -
བྷ་ས་ལ་ཡི་རྟོག་པ	n.prop -
བྷཱ་ཝ་ན་	n.count -
བྷཱ་ཥི་ཏ་	skt -
བྷུ་སུ་ཀུ་འདུ་ཤེས་གསུམ་པ་	n.prop -
བྷཾ་ག་ལ	n.prop -
མ	d.dem -	n.count -	n.rel -	neg -	skt -
མ་	n.count -	neg -	skt -
མ་ཁ་	n.prop -
མ་ཁོལ་	n.count -	n.prop -
མ་ཁྱབ་ཀུན་རྫོབ་སྐྱོ་བ་ཅན	n.count -
མ་ག་ངྷ	n.prop -
མ་ག་ངྷ་	n.prop -
མ་ག་དྷ	n.prop -
མ་ག་དྷར་	n.prop -
མ་གྲུབ་	adj -
མ་ཏི་	n.prop -
མ་ཏི་ཙི་ཏྲ་	n.prop -
མ་དད་	n.count -
མ་དད་ཞེ་སྡང་བློ་ཅན་	n.count -
མ་ནི	n.prop -
མ་ནོ་ཏ་	n.prop -
མ་ཕམ་པ	n.prop -
མ་ཕམ་པ་	n.prop -
མ་བུའི་སྡེ་བ	n.prop -
མ་བྱིན་ལེན་	n.count -
མ་མ་	n.count -
མ་མོ་	n.count -	n.prop -
མ་མོ་ད་ཀཱ་སིཉྩ	skt -
མ་མོ་བསྡུ་བ་	n.prop -
མ་ཙ་ལ	dunno -
མ་ཞང་	n.prop -
མ་ཞང་གྲོམ་པ་སྐྱེས་	n.prop -
མ་འགགས་པ	n.prop -
མ་འགགས་པ་	n.prop -
མ་འགོངས་	n.prop -
མ་འོངས་	n.count -
མ་ཡིན་	n.count -
མ་རིག་མུན་པ	n.count -
མ་རུ	n.prop -
མ་རྒྱུད་	n.count -
མ་ལ	n.prop -
མ་ལ་	interj -
མ་ལ་ཡ་	n.prop -
མ་ལ་སེམས་པ་ཤེས་རབ་	n.prop -
མ་ལཱ་ས་ནེ	skt -
མ་ལུས་ནག་པོ་	n.prop -
མ་ཤི་བ་	n.prop -
མ་སྐྱེས་དག	n.prop -
མ་སྐྱེས་དགྲ	n.prop -
མ་སྐྱེས་དགྲ་	n.prop -
མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བའི་མདོ་	n.prop -
མ་སྐྱེས་དགྲས་	n.prop -
མ་སྨད་པ	n.prop -
མ་ཧཱ་དེ་བ་	n.prop -
མ་ཧཱ་དེ་ཤ་	n.prop -
མ་ཧཱ་དྷི་	n.prop -
མ་ཧཱ་བྷ་ཥ་	n.prop -
མ་ཧཱ་མཱ་ཡཱ	n.prop -
མ་ཧཱ་མཱ་ཡཱ་	n.prop -
མ་ཧཱ་ཛ་ན་	n.prop -
མ་ཧི་ལ་	n.prop -
མ་ཧེ་ནྡྲ་སེ་ན	n.prop -
མ་ཧེ་ནྡྲ་སེ་ན་	n.prop -
མ་ཧེ་ལྡན་	n.prop -
མཁ	n.count -
མཁན་པོ	n.count -
མཁན་པོ་	n.count -
མཁན་པོ་གཞོན་ནུ་ཤཱཀྱ	n.prop -
མཁན་པོ་ཐུགས་	n.count -
མཁན་པོ་དམངས་རིགས་འདུལ་བ་	n.count -
མཁན་པོ་བྲམ་ཟེ་	n.count -
མཁན་པོ་རྗེ་རིགས་མཐའ་འཁོབ་	n.count -
མཁན་པོ་སྡེ་སྣོད་	n.count -
མཁན་བརྒྱུད་	n.count -
མཁན་བུ	n.count -
མཁན་བུ་	n.count -	n.prop -
མཁན་བུ་རྒྱལ་བུ་ཚུལ་སེང་	n.prop -
མཁན་སློབ་	n.count -
མཁའ་	n.count -
མཁའ་ཁྱབ་	n.count -
མཁའ་འགྲོ་མ་	n.count -
མཁའ་སྤྱོད་	n.count -
མཁར་	n.count -
མཁར་བྲག	n.prop -
མཁར་བྲག་	n.prop -
མཁར་ལུང་	n.prop -
མཁལ་མ་	n.count -
མཁས	v.invar -
མཁས་	n.count -	v.invar -
མཁས་གྲུབ་	n.count -
མཁས་པ	n.count -	n.v.fut.n.v.pres -	n.v.invar -
མཁས་པ་	n.count -	n.prop -	n.v.invar -
མཁས་པ་མཁས་པ་	n.count -
མཁས་བ་	n.v.invar -
མཁས་བཙུན་	n.count -
མཁས་མཆོག་	n.count -
མཁོན་ཀླུའི་དབང་པོ་བསྲུང་བ	n.prop -
མཁྱེན	v.invar -
མཁྱེན་	n.count -	v.invar -	v.past.v.pres -
མཁྱེན་ཐུགས་རྗེ	n.count -
མཁྱེན་པ	n.v.past.n.v.pres -
མཁྱེན་པ་	n.v.past.n.v.pres -
མཁྱེན་རབ་	n.count -
མཁྲིག་མ་	n.count -
མགར་བ	n.count -
མགུ	v.invar -
མགུ་	v.invar -
མགུ་བ	n.v.invar -
མགུར་དུང་	n.count -
མགུལ་	n.count -
མགུལ་པ་	n.count -
མགོ	n.count -	n.rel -
མགོ་	n.count -	n.prop -
མགོ་པོ་	n.count -
མགོ་བ་ཡེ་ཤེས་གཡུང་དྲུང་	n.prop -
མགོ་སྨོས་རྣམ་སྤྲོས་གོ་	n.count -
མགོན་	n.count -
མགོན་གཉེན	n.prop -
མགོན་པོ	n.count -
མགོན་པོ་	n.count -
མགོན་པོ་བཙན་	n.prop -
མགོན་པོ་བརྩེགས་	n.prop -
མགོན་པོ་མངོན་འབྱུང་	n.prop -
མགོན་པོ་མངོན་འབྱུང་གི་རྒྱུད་	n.prop -
མགོན་མེད་	n.count -
མགོན་སྐྱབས་	n.count -
མགོན་སྤྱོད	n.prop -
མགོས་སྟོན་	n.prop -
མགྱོགས་	v.past -
མང	v.pres -
མང་	d.det -	v.pres -
མང་ཐོས་	n.count -	n.prop -
མང་ཐོས་ཚུལ་	n.count -
མང་པོ	adj -
མང་པོ་	adj -
མང་པོས་བཀུར་བ་	n.prop -
མང་བ	n.v.pres -
མང་བ་	n.v.pres -
མང་ཡུལ་	n.prop -
མང་ཡུལ་གུང་ཐང་	n.prop -
མང་ཡུལ་བྱམས་སྤྲིན	n.prop -
མང་རོང་མང་བཙན	n.prop -
མངའ	v.fut.v.pres -	v.invar -
མངའ་	v.fut.v.pres -	v.invar -
མངའ་པ	n.v.invar -
མངའ་བ	n.v.fut.n.v.pres -	n.v.invar -
མངའ་བ་	n.v.invar -
མངའ་བདག་	n.count -
མངའ་རིས་	n.prop -
མངའ་རིས་པ་འོ་བརྒྱད་	n.prop -
མངལ་	n.count -
མངལ་སྐྱེས་	n.count -
མངས	v.past -
མངས་	v.past -
མངས་བ	n.v.past -
མངོན་	n.count -	v.fut.v.pres -	v.invar -
མངོན་དག	n.prop -
མངོན་པ	n.count -	n.v.past.n.v.pres -	n.v.pres -
མངོན་པ་	n.count -	n.v.past.n.v.pres -
མངོན་པ་ཀུན་བཏུས་	n.prop -
མངོན་པ་ཀུན་ལས་བཏུས	n.prop -
མངོན་པ་ཀུན་ལས་བཏུས་	n.prop -
མངོན་པ་མཛོད་	n.prop -
མངོན་པ་མཛོད་ཀྱི་འགྲེལ་པ་	n.prop -
མངོན་པ་མཛོད་ཀྱི་རང་འགྲེལ་	n.prop -
མངོན་པ་སྡེ་	n.count -
མངོན་པའི་ལེའུ་	n.prop -
མངོན་པར་འཕགས་པ་གཤེགས་པ	n.prop -
མངོན་པར་འབྱུང་བའི་མདོ་	n.prop -
མངོན་པར་རྟོགས་པའི་རྒྱན་	n.prop -
མངོན་བརྗོད་	n.count -
མངོན་བྱུང་	n.prop -
མངོན་མཐོ	n.count -
མངོན་མཐོ་	n.count -
མངོན་མཐོ་ངེས་ལེགས་	n.count -
མངོན་རྗོད་	n.count -
མངོན་རྟགས་རྒྱན་	n.prop -
མངོན་རྟོགས་རྒྱན་	n.prop -
མངོན་རྟོགས་རྒྱན་གྱི་འགྲེལ་པ	n.prop -
མངོན་རྫོགས་བྱང་ཆུབ་	n.count -
མངོན་རློམ་	n.count -
མངོན་རློམ་འོད་ལྡན་	n.count -
མངོན་ལ་ཀུན་ལས་བཏུས་	n.prop -
མངོན་ཤེས་	n.count -
མངོན་ཤེས་ཅན་	n.count -
མངོན་སུམ་	n.count -
མངྐུ་རེ	skt -
མཆན་	n.count -
མཆན་ཁུང་གཡས་གཡོན་	n.count -
མཆན་བུ་	n.count -
མཆམས་པ་	n.count -
མཆི	v.fut.v.pres -
མཆི་	v.fut.v.pres -
མཆི་པ	n.v.fut.n.v.pres -
མཆི་མ	n.count -
མཆི་མ་	n.count -
མཆིད་ཤགས་	n.count -
མཆིམས་ནམ་མཁའ་གྲགས་	n.prop -
མཆིམས་པ་	n.count -	n.prop -
མཆིམས་ཕུ་གནམ་སྲལ	n.prop -
མཆིམས་མེ་ལན་	n.prop -
མཆིམས་ཤཱཀྱ་པྲ་བྷ	n.prop -
མཆིལ་མ	n.count -
མཆིལ་ལྷམ་	n.count -
མཆིས	v.imp -	v.past -
མཆིས་	v.invar -	v.past -
མཆིས་པ	n.v.invar -	n.v.past -
མཆིས་པ་	n.v.invar -	n.v.past -
མཆེ་བ	n.count -
མཆེ་བ་	n.count -
མཆེ་བ་རྒས་རོ་རྩ	n.count -
མཆེད	v.invar -
མཆེད་	n.count -
མཆེད་པ	n.v.invar -
མཆེད་པ་	n.v.invar -
མཆོག	adj -
མཆོག་	adj -	n.count -	v.fut.v.pres -
མཆོག་གི་བློ་གྲོས་	n.prop -
མཆོག་གྱུར་	adj -
མཆོག་ཆོས་	n.count -
མཆོག་ཉིད་	n.count -
མཆོག་ཏུ་དགའ་བ	n.prop -
མཆོག་དམན་	adj -
མཆོག་ཟུང་	n.count -
མཆོག་སྲེད་	n.prop -
མཆོང་པ་	n.v.fut.n.v.pres -
མཆོད	v.invar -
མཆོད་	v.invar -	v.past.v.pres -
མཆོད་གནས་	n.count -
མཆོད་པ	n.v.invar -
མཆོད་པ་	n.v.invar -
མཆོད་བརྗོད་	n.count -
མཆོད་རྟེན་	n.count -
མཆོད་རྟེན་ཀུན་དགའ་ར་བ་	n.count -
མཆོད་རྟེན་བརྒྱད་ཀྱི་བསྟོད་པ	n.count -	n.prop -
མཆོད་རྟེན་རི་	n.prop -
མཆོད་རྟེན་ལྷ་ཁང་	n.count -
མཆོད་རྫས་	n.count -
མཆོད་སྟོན་གསོལ་ཡོན་	n.count -
མཆོད་སྦྱིན་	n.count -	n.prop -
མཇལ	v.invar -
མཇལ་	v.invar -	v.past.v.pres -
མཇལ་བ	n.v.fut.n.v.pres -
མཇུག་	n.rel -
མཇུག་ཏུ་རྣམ་འགྲེལ་	n.prop -
མཇུག་པོ་བཀོད་པ་	n.prop -
མཇུག་མ་	n.count -
མཇུག་མ་བསྒྱུར་བ	n.prop -
མཇུག་རྫོགས་	n.count -
མཇུག་སྡུད་	n.count -
མཇེད་	v.fut.v.pres -
མཇེད་པ	n.v.fut.n.v.pres -
མཇེད་པ་	n.v.fut.n.v.pres -
མཇོད་	n.prop -
མཉན་	v.fut.v.pres -	v.invar -	v.past.v.pres -
མཉན་པ	n.count -	n.v.past -
མཉན་པ་	n.v.past -
མཉན་ཚུལ་	n.v.fut.n.v.past -
མཉན་ཡོད་	n.prop -
མཉམ་	v.invar -
མཉམ་གཞག་	n.count -
མཉམ་ཉིད་ཡེ་ཤེས་	n.count -
མཉམ་པ	n.v.fut.n.v.pres -	n.v.invar -
མཉམ་པ་	n.v.invar -
མཉམ་པ་ཉིད་	n.count -
མཉེ་བ་	n.v.fut -
མཉེན་	v.fut.v.pres -
མཉེས་	dunno -	v.invar -	v.past.v.pres -
མཉེས་པ	n.v.invar -
མཉྫུ་གྷོ་ཥ་	n.prop -
མཉྫུ་ཤྲཱི་ཝརྨྨ་	n.prop -
མཐ	n.count -	n.rel -
མཐའ	n.count -
མཐའ་	n.count -	n.rel -
མཐའ་གཉིས་པོ་	n.count -
མཐའ་དག་	d.plural -
མཐའ་བཞི་རྒྱལ་འཕགས་	n.prop -
མཐའ་བྲལ་	n.count -
མཐའ་མ	n.count -
མཐའ་མ་	n.count -
མཐའ་མ་དེ་བཞིན་གཤེགས་པ་	n.count -
མཐའ་འཁོབ་	n.count -
མཐའ་འཁོབ་འདྲ་མ་	n.prop -
མཐའ་འདུལ་	n.count -
མཐའ་ཡས་	adj -
མཐའ་ཡས་པ	adj -
མཐའ་རྒྱ་མཚོ	n.count -
མཐའ་ལོགས་	n.rel -
མཐའ་ལྕགས་རི	n.count -
མཐའ་སྣང་	n.count -
མཐར་གྱིས་པ་	n.count -
མཐར་འགྲོ་ཞོན་	n.prop -
མཐུ	n.count -
མཐུ་	n.count -
མཐུ་ཆུང་	n.count -
མཐུ་ཆེན་ཐོབ་	n.prop -
མཐུ་རྩལ་	n.count -
མཐུ་སྟོབས་	n.count -
མཐུད་	v.invar -
མཐུན	v.fut.v.pres -
མཐུན་	v.fut.v.pres -	v.invar -	v.past -
མཐུན་པ	n.v.past.n.v.pres -	n.v.pres -
མཐུན་པ་	n.v.past.n.v.pres -	n.v.pres -
མཐུན་འགྱུར་	adj -
མཐུན་འགྱུར་ཡི་རང་	n.count -
མཐུན་རྐྱེན་རྣ་	n.count -
མཐེ་བོ	n.count -
མཐེ་བོང་	n.count -
མཐེབ་	n.count -
མཐོ	v.fut.v.pres -
མཐོ་	v.invar -
མཐོ་གང་	n.count -
མཐོ་ཇེ་	dunno -
མཐོ་བ	n.v.invar -
མཐོ་བ་	n.v.invar -
མཐོ་བཙུན་གྲུབ་རྗེ་	n.prop -
མཐོ་རིས་	n.count -
མཐོ་རིས་ཟེ་འབྲུ	n.count -
མཐོང་	v.fut.v.pres -	v.imp -	v.invar -	v.past -	v.past.v.pres -
མཐོང་ཐོས་མྱོང་བ	n.count -
མཐོང་དཀ	n.count -
མཐོང་པ་	n.v.invar -
མཐོང་བ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
མཐོང་བ་	n.v.invar -
མཐོང་བསྒོམ་མི་སློབ་པ་	n.count -
མཐོང་ལམ་	n.count -
མཐོང་ལམ་ཆོས་	n.count -
མཐོང་ལམ་སྟན་	n.count -
མཐོང་སྒོམ་	n.count -
མཐོང་སྒོམ་མི་སློབ་ལམ་	n.count -
མཐོན་པོ	adj -
མཐོན་པོ་	adj -
མདང་	adv.temp -
མདངས་	n.count -
མདའ་	n.count -
མདའ་གཞུ་རྔ་གཤང་	n.count -
མདའ་གྲོང་	n.prop -
མདའ་མཚོན་	n.count -
མདའ་ལྟོང་	n.count -
མདའི་ཁྲོན་པ་	n.prop -
མདུང་རྩེ་གསུམ་པ་	n.count -
མདུད་པ	n.v.invar -
མདུད་པ་	n.v.invar -
མདུན་	n.count -	n.rel -
མདུན་ན་འདོན་	n.count -
མདོ	n.count -
མདོ་	n.count -	n.prop -
མདོ་ཀུན་ལས་བཏུས་	n.prop -
མདོ་ཀུན་ལས་བཏུས་པ་	n.prop -
མདོ་ཀུན་ལས་བདུས	n.prop -
མདོ་དཀོན་མཆོག་བརྩེགས་པ	n.prop -
མདོ་དགོངས་པ་ངེས་འགྲེལ་	n.prop -
མདོ་དངོས	n.count -
མདོ་དོན་	n.count -
མདོ་བཏུས་	n.prop -
མདོ་བསྐལ་བཟང་	n.prop -
མདོ་བསྐལ་བཟངས་	n.prop -
མདོ་བསྟན་བཅོས་	n.count -
མདོ་བསྲེ	n.prop -
མདོ་ཟ་མ་ཏོག་བཀོད་པ་	n.prop -
མདོ་འགྲེལ་	n.count -
མདོ་འདོན་	n.count -
མདོ་ཡན་ལག་	n.count -
མདོ་ཡབ་སྲས་མཇལ་བ	n.prop -
མདོ་རྒྱན་	n.prop -
མདོ་རྒྱུད་	n.count -
མདོ་རྣམས་ཀུན་ལས་བཏུས་པ་	n.prop -
མདོ་རྩ་	n.count -	n.prop -
མདོ་ལང་ཀར་གཤེགས་པ	n.prop -
མདོ་ལེའུ་	n.count -
མདོ་ལྡེ་རྒྱན་གྱི་འགྲེར་བཤད་ཆེན་མོ་	n.prop -
མདོ་སྡེ	n.count -
མདོ་སྡེ་	n.count -
མདོ་སྡེ་གདམས་ངག་འབོགས་པའི་རྒྱལ་པོ་	n.prop -
མདོ་སྡེ་ངེས་དོན་	n.count -
མདོ་སྡེ་དགོངས་པ་ངེས་འགྲེལ་	n.prop -
མདོ་སྡེ་དབྱངས་བསྙད་ལུང་	n.count -
མདོ་སྡེ་དབྱངས་བསྙད་ལུང་བསྟན་ཚིགས་བཅད་ཆེད་བརྗོད་	n.count -
མདོ་སྡེ་པ་	n.count -
མདོ་སྡེ་བཀའ་	n.count -
མདོ་སྡེ་བརྒྱད་ཅུ་ཁུངས་	n.prop -
མདོ་སྡེ་འདུལ་བ་	n.count -
མདོ་སྡེ་འདུལ་བ་རྟགས་	n.count -
མདོ་སྡེ་རྒྱན	n.prop -
མདོ་སྡེ་རྒྱན་	n.prop -
མདོ་སྡེ་རྒྱན་གྱི་འགྲེལ་པ	n.prop -
མདོ་སྡེ་རྣམ་པ	n.count -
མདོ་སྡེ་ལེའུ	n.count -
མདོ་སྡེ་སྤྱོད་པའི་དབུ་མ	n.prop -
མདོ་སྡེའི་ལེའུ་	n.prop -
མདོ་སྡོ་དཀོན་མཆོག་སྤྲིན་	n.prop -
མདོ་སྨད་དུ་ལིང་ཆུ་ཁྲི་རྩེ	n.prop -
མདོ་སྨད་ལྷོ་ངོས་	n.count -
མདོག་	n.count -
མདོག་ཅན་	adj -
མདོངས་	n.count -
མན་ངག་	n.count -
མན་ངག་སྙེ་མ	n.prop -
མན་ངག་སྙེ་མ་	n.prop -
མན་ཆད་	adv.dir -
མནན་	v.fut.v.past -	v.past -
མནན་པ	n.v.past -
མནར་བ	n.v.fut.n.v.pres -
མནལ་	n.count -
མནོས་	v.past -
མནོས་པ་	n.v.past -
མནྟྲ་ཀ་ལཀྵུ་	n.prop -
མམ	cv.ques -
མམ་	cv.ques -
མཚང་	n.count -
མཚན	v.invar -
མཚན་	adv.temp -	n.count -
མཚན་ཉད་	n.count -
མཚན་ཉིད	n.count -
མཚན་ཉིད་	n.count -
མཚན་ཉིད་ཀུན་ལས་བཏུས་	n.prop -
མཚན་ཉིད་གཏན་	n.count -
མཚན་ཉིད་ཅན་	n.count -
མཚན་ཉིད་ཆོས་	n.count -
མཚན་ཉིད་པ	adj -
མཚན་ཉིད་པ་ས་བཅུ་པ་	n.count -
མཚན་ཉིད་མདོ	n.count -
མཚན་ཉིད་ཟག་མེད་ཡེ་ཤེས་	n.count -
མཚན་ཉིད་འདུས་བྱས་	n.count -
མཚན་དཔེ	n.count -
མཚན་དཔེ་	n.count -
མཚན་བརྗོད་	n.prop -
མཚན་བྱང་	n.count -
མཚན་མ	n.count -
མཚན་མ་	n.count -
མཚན་མཁན་	n.count -
མཚན་མོ	n.count -
མཚན་མོ་	adv.temp -
མཚན་རིན་ཆེན་སྙིང་པོ་	n.prop -
མཚན་ལྟས་	n.count -
མཚན་ལྡན་	adj -
མཚམས་	n.count -
མཚམས་སྦྱར་	n.count -
མཚམས་སྦྱོར་	n.count -
མཚམས་སྦྱོར་བ	n.count -
མཚམས་སྦྱོར་བཅས	n.count -
མཚར	v.fut.v.pres -
མཚར་	v.fut.v.pres -
མཚར་བ	n.v.fut.n.v.pres -
མཚལ་ཆུང་	n.prop -
མཚུངས	v.invar -
མཚུངས་	v.fut.v.pres -	v.invar -
མཚུངས་པ	n.v.invar -
མཚུངས་པ་	n.v.invar -
མཚུངས་མེད་སྟོབས་མངའ་སྒྱུ་རྩལ་རྒྱ་	n.count -
མཚུར་	n.prop -
མཚོ	n.count -
མཚོ་	n.count -
མཚོན་	n.count -
མཚོན་ཆ་	n.count -
མཚོན་ཆ་སྣ་	n.count -
མཚོན་པ	n.v.past.n.v.pres -
མཛད	v.invar -
མཛད་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -	v.pres -
མཛད་པ	n.v.invar -	n.v.past -
མཛད་པ་	n.v.invar -
མཛའ་	v.invar -
མཛའ་གཉེན་ཚོགས་	n.count -
མཛའ་བ་	n.v.fut.n.v.pres -
མཛའ་བོ་	n.count -
མཛས་པ་	n.count -
མཛུབ་མོ་	n.count -
མཛེས་	n.count -	v.invar -
མཛེས་ཆེན་	n.prop -
མཛེས་དགའ་བོ	n.prop -
མཛེས་པ	n.v.invar -
མཛེས་པ་	n.v.invar -
མཛེས་པར་སྣང་བ	n.prop -
མཛེས་པར་སྣང་བ་	n.prop -
མཛེས་འབྱོར་	n.prop -
མཛོད	v.imp -
མཛོད་	n.count -	n.prop -	v.imp -
མཛོད་ཀྱི་མདོ་ཏིག་	n.prop -
མར་	n.mass -
མར་པ	n.prop -
མར་པ་ཆོས་ཀྱི་བློ་གྲོས་	n.prop -
མར་པ་དོ་པ་ཆོས་ཀྱི་དབང་ཕྱུག་	n.prop -
མར་པ་རྡོ་རྗེ་ཡེ་ཤེས་	n.prop -
མར་མེ	n.count -
མར་མེ་	n.count -	n.prop -
མར་མེ་མཛད་	n.count -	n.prop -
མར་མེ་སྤར་བ་ཡི་དམ་	n.count -
མར་མེད་མཛད་	n.prop -
མར་མེའི་བདག་པོ	n.prop -
མར་མེར་མཛད་	n.prop -
མར་འགྲིབ་	n.count -
མར་ཤུལ་	n.prop -
མར་སར་	n.mass -
མལ་གྱོ་བློ་གྲོས་གྲགས་པ	n.prop -
མལ་ཆ་ཆོས་གོས་	n.count -
མལ་དྲོའི་ཕུར་	n.prop -
མལ་སྟན་	n.count -
མཧཱ་ཡ་ན	n.prop -
མཱ་ར་ཛི་ཏི	skt -
མི	n.count -
མི་	n.count -	neg -
མི་ཁོམ་	n.count -
མི་གཅིག་པ	adj -
མི་གཡོ་བའི་རྒྱུད་	n.prop -
མི་གཡོ་བསམ་གཏན་	n.prop -
མི་གཡོ་ཞི་བ་	n.count -
མི་ཉག་	n.prop -
མི་ཏྲ་ཛོ་ཀི་	n.prop -
མི་དགའ་	n.count -
མི་དྲན་	n.count -
མི་ནག་	n.prop -
མི་ནད་	n.count -
མི་ནད་ཕྱུགས་ནད་	n.count -
མི་ཕམ་ཆོས་	n.count -
མི་ཕམ་པ	n.prop -
མི་ཕམ་ཞལ	n.prop -
མི་ཕམ་ཞལ་	n.count -
མི་ཕམ་སྐྲའི་ལྭ་བ་ཅན་	n.prop -
མི་ཕྱེད་པ	n.prop -
མི་བཟད་དུས་	n.count -
མི་མ་ཡིན་པ་	n.count -
མི་མཇེད་	n.prop -
མི་མཇེད་ཀྱི་འཇིག་རྟེན་	n.prop -
མི་མཇེད་འཇིག་རྟེན་	n.count -
མི་མཐུན་ཕྱོགས་	n.count -
མི་ཚངས་སྤྱོད་	n.count -
མི་ཚེ་འདུ་ཤེས་	n.count -
མི་ཚེ་ལོ་	n.count -
མི་ཚེ་ལོ་དཔག་	n.count -
མི་འཁྲུགས་པ	n.prop -
མི་ཡུལ་	n.count -
མི་རབས་ལྔན	n.count -
མི་རུང་	adj -
མི་རྒོད་	n.count -
མི་རྒྱུ་	n.count -
མི་རྟོག་ཡེ་ཤེས་	n.count -
མི་རྩུབ་ལུས་	n.count -
མི་ལོ་	n.count -
མི་ཤ་མ་བ་ཏི་	skt -
མི་ཤེས་	n.count -
མི་ཤེས་འབྲས་བུ་	n.count -
མི་སྨྲ་ནགས་འདབས་	n.count -
མིག་	n.count -
མིག་མ	n.count -
མིག་མི་འཛུམ་པ་	n.prop -
མིག་མི་འཛུམས་	n.prop -
མིག་ཞར་སྣ་	n.count -
མིག་སྟོང་	n.count -
མིང་	n.count -
མིང་གཉན་པོ་གསང་བ	n.prop -
མིང་གནས་བརྟན་དགྲ་བཅོམ་	n.count -
མིང་ཅན་	n.count -
མིང་ཆེན	n.prop -
མིང་བདག་ཉིད་ཆེ	n.count -
མིན	v.cop.neg -
མིན་	v.cop.neg -
མིན་པ	n.v.pres -
མིན་པ་	n.v.past.n.v.pres -
མིའམ་ཅི་	n.count -
མིའི་ལྷ་	n.prop -
མུ་	n.count -
མུ་གཟུ་གསལ་འབར་	n.prop -
མུ་གེ	n.count -
མུ་གེ་	n.count -
མུ་ཅོར་	adj -
མུ་ཏིག་	n.count -
མུ་ནི་ཝརྨ་ཐུབ་པའི་གོ་ཆ་	n.prop -
མུ་ནེ་བཙན་པོ	n.prop -
མུ་མཐའ་	n.count -
མུ་ར	n.prop -
མུ་རུན་ད	n.prop -
མུ་ཤངས་	n.prop -
མུ་སྟེ་	n.count -
མུ་སྟེགས་	n.count -
མུ་སྟེགས་ཅན་	n.count -
མུ་སྟེགས་ཅན་གཏམ་	n.count -
མུ་སྟེགས་ཅན་བློ་གྲོས་	n.count -
མུ་སྟེགས་པ	n.count -
མུ་སྟེགས་ཚོགས་	n.count -
མུ་སྟེགས་རིགས་	n.count -
མུཀྟི་མི་ཏྲ་གྲོལ་བའི་བཤེས་གཉེན་	n.prop -
མུན་	n.count -
མུན་པ	n.count -
མུན་པ་	n.count -
མུན་བསྐལ་	n.count -
མེ	n.count -
མེ་	n.count -	n.prop -
མེ་ཏོག་	n.count -	n.prop -
མེ་ཏོག་ཀུན་ཏུ་རྒྱས་པ་	n.prop -
མེ་ཏོག་ཁ་	n.count -
མེ་ཏོག་གི་གཞིའི་སྙིང་པོའི་རྒྱན་བཀོད་པ་	n.prop -
མེ་ཏོག་གིས་རྒྱས་པ་	n.prop -
མེ་ཏོག་ཅན་	n.prop -
མེ་ཏོག་དམ་པ	n.prop -
མེ་ཏོག་ནམ་མཁའ་	n.count -
མེ་ཏོག་ཕྲེང་བ་	n.count -
མེ་ཏོག་ཕྲེང་རྒྱུད་	n.prop -
མེ་ཏོག་རྒྱས་པ	n.prop -
མེ་ཏོག་རླན་	n.count -
མེ་པ་རལ་བ་ཅན་	n.count -
མེ་མོ་གླང་	n.count -
མེ་མོ་ཕག་	n.count -
མེ་མོ་ཡོས་	n.count -
མེ་མོ་ཡོས་བུ	n.count -
མེ་མོ་སྦྲུལ་ལོ་	n.count -
མེ་ཡོས་	n.count -
མེ་ཡོས་དཔྱིད་འབྲིང་	n.count -
མེ་རོ་	n.count -
མེ་ལོང་	n.count -
