།	punc -
ཆག་སའི་འགའ་ཤེས་རབ་བླ་མ	n.prop -
ཆགས	v.invar -
ཆགས་	v.invar -
ཆགས་པ	n.v.invar -
ཆགས་པ་	n.v.invar -
ཆགས་བཅས་ཡན་ལག་	n.count -
ཆགས་བྲལ་	n.count -
ཆགས་མེད་	adj -
ཆགས་སྡང་	n.count -
ཆང་	n.mass -
ཆད་	v.invar -	v.past.v.pres -
ཆད་པ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
ཆད་པ་	n.v.invar -
ཆད་པར་བྱེད་པ	n.prop -
ཆད་ལྟ་	n.count -
ཆབ་སྒོ་	n.count -
ཆབ་སྲིད་	n.count -
ཆབ་སྲིད་བོན་	n.count -
ཆབ་སྲིད་ལོ་	n.count -
ཆར་	n.count -	num.card -
ཆར་བ	n.count -
ཆར་བ་	n.count -
ཆར་སྡོད་བྱ་	n.count -
ཆར་སྤྲིན་	n.count -
ཆར་སྤྲིན་རྒྱ་མཚོ	n.count -
ཆས་	n.count -	v.invar -	v.past.v.pres -
ཆས་པ་	n.v.invar -
ཆིག་	num.card -
ཆིབས་	v.pres -
ཆིབས་པ་	n.v.pres -
ཆུ	n.mass -
ཆུ་	n.count -	n.mass -
ཆུ་ཀླུང་	n.count -
ཆུ་གཏོར་	n.count -
ཆུ་གྲི་	n.count -
ཆུ་ཐིགས་	n.count -
ཆུ་ཐོར་སློབ་དཔོན་	n.count -
ཆུ་དངུལ་	n.mass -
ཆུ་དབང་	n.count -
ཆུ་དབུས་པ་	n.prop -
ཆུ་དྲོན་ཅན་	n.count -
ཆུ་ཕོ་ཁྱི་ཡན་ཆད་	n.count -
ཆུ་ཕོ་ཁྱི་ལོ་	n.count -
ཆུ་ཕོ་ཁྱི་ལོ་ཡན་ཆད་	n.count -
ཆུ་ཕོ་སྟག་	n.count -
ཆུ་བུར་	n.count -
ཆུ་བོ་	n.count -
ཆུ་མིག་	n.prop -
ཆུ་མིག་ཆོས་འཁོར་	n.count -
ཆུ་ཚོད་	n.count -
ཆུ་འཛིན་	n.count -
ཆུ་རྒྱུན་	n.count -
ཆུ་ཤུལ་གྱི་ན་བོ་	n.prop -
ཆུ་སྲིན་	n.count -
ཆུག་	v.fut.v.pres -	v.imp -
ཆུང་	v.pres -
ཆུང་གཟུགས་བྱད་	n.count -
ཆུང་ངུ	adj -
ཆུང་ངུ་	adj -
ཆུང་བ	n.v.invar -
ཆུང་བ་	n.v.invar -
ཆུང་མ	n.count -
ཆུང་མ་	n.count -
ཆུང་འབྲིང་ཆེ་	adj -
ཆུངས་བ	n.v.invar -
ཆུད་	v.invar -	v.past.v.pres -
ཆུད་པ	n.v.invar -
ཆུད་པ་	n.v.invar -
ཆུད་ཟ་བ་	n.count -
ཆུབ་པ	n.v.invar -
ཆུབ་པ་	n.v.invar -
ཆུས་	v.imp -
ཆེ	v.pres -
ཆེ་	v.pres -
ཆེ་ཆུང་	adj -
ཆེ་བ	n.v.pres -
ཆེ་བ་	n.v.pres -
ཆེ་རྒྱུད་	n.count -
ཆེད་	n.rel -
ཆེད་དུ་བརྗོད་པའི་ཚོམས་	n.prop -
ཆེད་དུ་བརྗོད་པའི་ཚོམས་ཀྱི་འགྲེལ་པ་	n.prop -
ཆེན་པ་	adj -
ཆེན་པོ	adj -
ཆེན་པོ་	adj -
ཆེན་པོ་བཟང་པོ་	n.prop -
ཆེན་པོ་འཛིན་པ་	n.prop -
ཆེན་མ	n.count -
ཆེས་	adv.intense -	v.invar -	v.past -
ཆེས་པ	n.v.invar -
ཆེས་པ་	n.v.fut.n.v.pres -
ཆེས་མང་	adj -
ཆོ་ག་	n.count -
ཆོ་འཕྲུལ་	n.count -
ཆོག་	v.invar -
ཆོག་པ	n.v.invar -
ཆོག་པ་	n.v.invar -
ཆོག་ཤེས་སྙིང་རྗེ་ཚུལ་ཁྲིམས་	n.count -
ཆོང་པ་	n.count -
ཆོད་	n.count -	v.invar -	v.past -
ཆོད་པ་	n.v.invar -	n.v.past -
ཆོམ་པོ	n.count -
ཆོམ་པོ་	n.count -
ཆོས	n.count -
ཆོས་	n.count -	v.imp -
ཆོས་ཀྱི་གྲགས་པ་	n.count -	n.prop -
ཆོས་ཀྱི་ཕུང་པོ་	n.prop -
ཆོས་ཀྱི་བཤེས་གཉེན་	n.prop -
ཆོས་ཀྱི་བློ་གྲོས་	n.count -	n.prop -
ཆོས་ཀྱི་འབངས་	n.prop -
ཆོས་ཀྱི་སྣང་བ་	n.prop -
ཆོས་ཁྲིམས་	n.count -
ཆོས་གོས་	n.count -
ཆོས་གོས་ཟླུམ་པོ	n.count -
ཆོས་གྲགས་	n.prop -
ཆོས་ཅན་	n.count -
ཆོས་ཅན་ཆོས་ཉིད་	n.count -
ཆོས་ཉན་	n.count -
ཆོས་ཉིད་	n.count -
ཆོས་ཉིད་མྱ་ངན་	n.count -
ཆོས་དགའ་	n.prop -
ཆོས་དང་ཆོས་ཉིད་རྣམ་འབྱེད	n.prop -
ཆོས་དང་ཆོས་ཉིད་རྣམ་འབྱེད་	n.prop -
ཆོས་དང་ལྡན་པ་	n.prop -
ཆོས་དབྱིངས་	n.count -
ཆོས་དབྱིངས་རྣམ་པ	n.count -
ཆོས་དོན་	n.count -
ཆོས་བཞི་པའི་མདོ་	n.prop -
ཆོས་བསམ་	n.count -
ཆོས་བསྐོར་གནས་	n.count -
ཆོས་བསླབ་	n.count -
ཆོས་བྱེད་	n.count -
ཆོས་བྲག་	n.prop -
ཆོས་བློ་	n.count -
ཆོས་མ་ཡིན་	n.count -
ཆོས་མངོན་པ་	n.count -
ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་	n.prop -
ཆོས་མངོན་པའི་མཛོད་	n.prop -
ཆོས་མངོན་སདུལ་བ་	n.count -
ཆོས་མཆོག་	n.prop -
ཆོས་མཚན་ཉིད	n.count -
ཆོས་མཛོད་སྐྱེས་བུ་	n.count -
ཆོས་མིག་	n.count -
ཆོས་མིན་	n.count -
ཆོས་ཚིག་	n.count -
ཆོས་ཚུལ་	n.count -
ཆོས་འཁོར་	n.count -
ཆོས་འཁོར་མེ་ཕོ་བྱི་བ་	n.count -
ཆོས་འདུལ་བ་	n.count -
ཆོས་འདུལ་བ་བདུད་རྩི	n.count -
ཆོས་འཕགས	n.prop -
ཆོས་འཕེལ་	n.prop -
ཆོས་འབྱུང་བྱིན་	n.prop -
ཆོས་ཡང་དག་པར་སྡུད་པ་	n.prop -
ཆོས་རྒྱལ་	n.count -
ཆོས་རྒྱུན་	n.count -
ཆོས་རྒྱུན་ཏིང་ངེ་འཛིན་ཚོགས་ལམ་	n.count -
ཆོས་རྒྱུན་ཏིང་འཛིན་སྟོབས་	n.count -
ཆོས་རྗེ་	n.count -
ཆོས་རྫོགས་ལོངས་	n.count -
ཆོས་ལམ་	n.count -
ཆོས་ལུགས་	n.count -
ཆོས་ལུགས་ལེགས་	n.count -
ཆོས་ལྔ	n.prop -
ཆོས་ལྔ་	n.prop -
ཆོས་ལྡན་དོན་གཉེར་སྐྱེ་བོ་	n.count -
ཆོས་སེམས་	n.prop -
ཆོས་སྐུ	n.count -
ཆོས་སྐུ་	n.count -
ཆོས་སྐྱོང་	n.count -	n.prop -
ཆོས་སྟོན་	n.count -
ཆོས་སྤོང་	n.count -
ཆོས་སྤྱོད་	n.count -	n.prop -
ཆོས་སྤྱོད་པ་	n.count -
ཆོས་སྲིད་	n.count -
ཆོས་སྲུང་སྡེ	n.prop -
ཆོས་སྲེད་	n.prop -
ཆོས་སྲོལ་	n.count -
ཇི་	p.interrog -
ཇི་སྲིད་	p.interrog -
ཇེ་	dunno -
ཇོ་བོ་	n.count -
ཇོ་བོ་ཐུགས་རྗེ་	n.count -
ཇོ་བོ་རྗེ	n.prop -
ཇོ་བོ་རྗེ་	n.prop -
ཇོ་མོ་	n.prop -
ཉ	v.invar -
ཉ་	n.count -
ཉ་པ	n.v.invar -
ཉ་པ་	n.v.invar -
ཉ་བ་	n.v.invar -
ཉང་ཏིང་ངེ་འཛིན་བཟང་པོ་	n.prop -
ཉང་མཚམས་རིན་ཆེན་བླ་མ	n.prop -
ཉང་རོ་བུད་མདོ་	n.prop -
ཉན	v.pres -
ཉན་	v.fut.v.pres -	v.invar -	v.past.v.pres -
ཉན་ཐོས་	n.count -
ཉན་ཐོས་ཐེག་པ་	n.count -
ཉན་ཐོས་དགེ་འདུན་	n.count -
ཉན་ཐོས་བྱང་ཆུབ་	n.count -
ཉན་ཐོས་རིགས་	n.count -
ཉན་ཐོས་ལུང་བཤད་པ	n.prop -
ཉན་ཐོས་ས་	n.count -
ཉན་ཐོས་སྡེ་པ་	n.count -
ཉན་པ	n.v.pres -
ཉན་པ་	n.v.pres -
ཉན་པ་པོ	n.count -
ཉན་པ་པོ་	n.count -
ཉན་པ་པོ་རབ་འབྲིང་ཐ་	n.count -
ཉན་པོ་སྣོད་	n.count -
ཉན་བཤད་	n.count -
ཉན་བཤད་ཚུལ་	n.count -
ཉན་མོས་	n.count -
ཉན་ཚོ་	n.prop -
ཉན་ཚོ་སྐོར་	n.prop -
ཉན་འདོད་པ་	n.count -
ཉན་འཛིན་	n.count -
ཉན་རང་	n.count -
ཉན་ས	n.prop -
ཉམ་	n.count -	v.invar -
ཉམ་ང་བ་	n.count -
ཉམ་ཐག་	n.count -
ཉམ་བཟང་	n.prop -
ཉམས	v.invar -	v.past -
ཉམས་	n.count -	v.fut.v.pres -	v.invar -	v.past -
ཉམས་དག	adj -
ཉམས་པ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
ཉམས་པ་	n.v.invar -	n.v.past -
ཉམས་མཐུན་མཐུན་	n.count -
ཉམས་ལེན་	n.count -
ཉལ	v.invar -
ཉལ་	v.fut.v.pres -	v.past -
ཉལ་བ	n.v.fut.n.v.pres -
ཉལ་བ་	n.v.fut.n.v.pres -
ཉི་	num.card -
ཉི་ཁྲི་རྣམ་འགྲེལ་	n.prop -
ཉི་ཁྲི་ལྔ་སྟོང་པ་	n.prop -
ཉི་ཁྲི་སྣང་བ	n.prop -
ཉི་ཁྲི་སྣང་བ་	n.prop -
ཉི་ཁྲིའི་	n.prop -
ཉི་གཟུངས་	n.prop -
ཉི་མ	n.count -
ཉི་མ་	n.count -
ཉི་མ་གུང་པ	n.prop -
ཉི་མ་མགོན་	n.prop -
ཉི་མ་རྒྱལ་མཚན་དཔལ་བཟང་པོ	n.prop -
ཉི་མའི་གུང་	n.prop -
ཉི་མའི་གུང་པ	n.prop -
ཉི་ཟླ་	n.count -
ཉི་ཟླ་སྐར་ཚོགས་ས་	n.count -
ཉི་འོག་	n.prop -
ཉི་འོད་དཔལ་མགོན་	n.prop -
ཉི་ལམ་	n.count -
ཉི་ཤུ	num.card -
ཉི་ཤུ་	num.card -
ཉི་ཤུ་པ	n.prop -
ཉི་ཤུ་པོ་	num.card -
ཉིང་ཁུ	n.count -
ཉིང་ཁུས་ཤེས་རབ་	n.count -
ཉིང་མཚམས་	n.count -
ཉིད	d.emph -
ཉིད་	d.emph -
ཉིན་	adv.temp -	n.count -
ཉིན་པ	n.count -
ཉིན་བྱེད་	n.count -
ཉིན་མཚན་	n.count -
ཉིན་མོ་	n.count -
ཉིན་མོ་ཉི་མ	n.count -
ཉིལ	v.invar -
ཉིས་	num.card -
ཉུག་གི་ཨུ་ལུང་	n.prop -
ཉུག་རུམ་	n.count -
ཉུང་	v.invar -
ཉུང་བ	n.v.past.n.v.pres -
ཉུང་ཤས་	d.plural -
ཉུངས་བ	n.v.past.n.v.pres -
ཉེ	v.fut.v.pres -
ཉེ་གནས་	n.count -
ཉེ་ངུ་གཉེན་ཚོགས་	n.count -
ཉེ་ཉོན་	n.count -
ཉེ་བ	n.v.invar -
ཉེ་བ་	n.v.invar -
ཉེ་བ་འཁོར	n.prop -
ཉེ་བར་འཁོར་	n.prop -
ཉེ་འཁོན་	n.count -
ཉེ་འཁོར་	n.count -
ཉེ་འགྲོ་	n.prop -
ཉེ་རིང་	n.count -
ཉེ་རྒྱལ་	n.prop -
ཉེ་རྒྱུ	n.count -
ཉེ་ལོགས་	n.count -
ཉེ་སྦས་	n.prop -
ཉེན་	v.invar -
ཉེན་པ	n.v.past.n.v.pres -
ཉེན་པ་	n.v.past.n.v.pres -
ཉེར་	num.card -
ཉེར་དགའ་	n.prop -
ཉེར་བསྒྱུར་	n.count -	n.prop -
ཉེར་ལྡན་	n.prop -
ཉེར་སྒྱུར་	n.count -
ཉེར་སྦས་	n.prop -
ཉེས	v.invar -
ཉེས་	n.count -	v.invar -
ཉེས་དམིགས་	n.count -
ཉེས་པ	n.v.invar -
ཉེས་པ་	n.v.invar -
ཉེས་ལས་རྣམ་	n.count -
ཉེས་སྤྱོད་	n.count -
ཉོ་ཚོང་	n.count -
ཉོན	n.count -
ཉོན་	n.count -	v.imp -
ཉོན་མོང་པ	n.count -
ཉོན་མོངས་	n.count -
ཉོན་མོངས་དགྲ་	n.count -
ཉོན་མོངས་པ་	n.count -
ཉོན་མོངས་པ་ཅན་	n.count -
ཉོན་མོངས་པ་ཐེ་ཚོམ་	n.count -
ཉོན་མོངས་པ་དུག་	n.count -
ཉོན་མོངས་པ་འཁོར་བ	n.count -
ཉོན་མོངས་པ་རྣམ་པ	n.count -
ཉོན་མོངས་ཕྱོགས་	n.count -
ཉོན་མོངས་མེ་འཇིལ་བསམ་གཏན་	n.count -
ཉོན་མོངས་མེད་	n.prop -
ཉོན་མོངས་རྣམ་	n.count -
ཉོན་མོངས་ལྡན	adj -
ཉོམ་	n.count -
ཉོས་	v.past -
ཊ་བེ་ས	n.prop -
ཊཱིཀྐ་	n.prop -
ཊཱིཀྐ་ཆོས་མཆོག་	n.prop -
ཏ་ར་ཎ་	n.count -
ཏ་རེ	cv.are -
ཏདྱ་ཐཱ།ཤ་	skt -
ཏབ་ཏབ་པོ	adv.mim -
ཏམ	cv.ques -
ཏམ་	cv.ques -
ཏམ་བུ་རུ་	n.prop -
ཏར་ཀ་རིག་པ	n.count -
ཏཱ་ཡི་	n.count -
ཏཱ་ར་	n.prop -
ཏི་མུག་	n.count -
ཏི་སི་	n.prop -
ཏིང་	n.count -	skt -
ཏིང་ངེ་འཛིན་	n.count -
ཏིང་ངེ་འཛིན་གྱི་ལེའུ་	n.prop -
ཏིང་ངེ་འཛིན་བཟང་པོ	n.prop -
ཏིང་ངེ་འཛིན་མུ་ཁྱུད་	n.count -
ཏིང་ངེ་འཛིན་རྒྱལ་པོ	n.prop -
ཏིང་ངེ་འཛིན་རྒྱལ་པོ་	n.prop -
ཏིང་ངེ་སཛིན་	n.count -
ཏིང་འཛིན་	n.count -
ཏིང་འཛིན་བཅས་	n.count -
ཏིང་འཛིན་བློ	n.count -
ཏིལ་	n.count -
ཏིལ་འབྲུ་	n.count -
ཏུ	case.term -	cv.term -
ཏུ་	case.term -	cv.term -
ཏུ་རུ་ཥྐ་	n.prop -
ཏུ་རུ་ཥྐ་མང་པོས་བཀུར་བ་	n.prop -
ཏེ	cv.sem -
ཏེ་	cv.sem -
ཏེ་ཛ་དེ་བ་	n.prop -
ཏེ་ཛོ་ཝ་ཏི	skt -
ཏོ	cv.fin -
ཏོ་	cv.fin -
ཏོག་	n.prop -
ཏོག་གི་བློ་གྲོས་	n.prop -
ཏོག་དཀར་པོ	n.prop -
ཏོག་སྡེ་	n.count -
ཏོན་	n.count -
ཏོལ་	adv.temp -
ཏྭ་ཤང་	n.count -
ཏྲི་ཀ་ཏུ་ཀ་	n.prop -
ཏྲི་གོང་	n.prop -
ཏྲི་པི་ཏ་ཀ་མ་ལ	n.count -
ཐ་	n.count -
ཐ་ཆུང་	n.count -
ཐ་དད་	adj -	n.count -
ཐ་དད་རྣམ་པ་	adj -
ཐ་བ་	n.v.invar -
ཐ་མ	adj -	n.count -	n.rel -
ཐ་མ་	adj -	n.count -
ཐ་མ་ཐེག་པ་	n.count -
ཐ་མ་ནོར་	n.count -
ཐ་མ་པ	n.count -
ཐ་མ་པ་	n.count -
ཐ་མ་བ་	n.count -
ཐ་མ་བདེན་པ་	n.count -
ཐ་མལ་པ་	n.count -
ཐ་མལ་བ	n.prop -
ཐ་མལ་བ་	n.prop -
ཐ་སྙད་	n.count -
ཐ་སྙད་གྲུབ་པ་	n.prop -
ཐག	v.past -
ཐག་	n.count -	v.aux -	v.past -
ཐག་ཆེན་	n.count -
ཐག་པ	n.v.past -
ཐག་པ་	n.count -
ཐག་མ་	n.prop -
ཐང་མེད་རིན་ཆེན་ཆོས	n.count -
ཐང་སྐོར་	n.prop -
ཐན་མོ་རྡོ་རིངས་	n.prop -
ཐབས	n.count -
ཐབས་	n.count -
ཐབས་ཆེན་	n.count -
ཐབས་དཔག་	n.count -
ཐབས་མང་	n.count -
ཐབས་ཚུལ་མན་ངག་	n.count -
ཐབས་ལ་མཁས་པ་	n.prop -
ཐབས་ལ་མཁས་པའི་མདོ་	n.prop -
ཐབས་ཤེས་རབ་	n.count -
ཐབས་སྙིང་རྗེ	n.count -
ཐམས་	n.count -
ཐམས་ཅད་	d.plural -
ཐམས་ཅད་པ	n.count -
ཐམས་ཅད་མཁྱེན་པའི་དཔལ་	n.prop -
ཐམས་ཅད་འདོད་	n.prop -
ཐམས་ཅད་འདོད་ཅན་	n.prop -
ཐམས་ཅད་ཡོད་པར་སྨྲ་བ	n.prop -
ཐམས་ཅད་ཡོད་པར་སྨྲ་བ་	n.prop -
ཐམས་ཅད་ཡོད་སྨྲ་	n.count -
ཐམས་ཅད་སྐྱོབ་	n.prop -
ཐམས་ཅད་སྒྲོལ་	n.count -
ཐམས་ཅད་སྔོན་དགའ་	n.prop -
ཐའ་མ་	n.count -
ཐར་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
ཐར་པ	n.v.past.n.v.pres -
ཐར་པ་	n.v.past.n.v.pres -
ཐར་བ	n.v.fut.n.v.pres -
ཐར་བ་	n.v.fut.n.v.pres -
ཐལ་ཀར་མཆེ་བ་	n.count -
ཐལ་བ	n.count -
ཐལ་མོ་	n.count -
ཐལ་མོ་ལན་	n.count -
ཐིག་ལེ་བུམ་པ་	n.prop -
ཐིགས་པ་	n.v.invar -
ཐིབས་པོ་	n.count -
ཐིམ་	v.invar -
ཐིམ་པ	n.v.invar -
ཐུ་བོ་	adj -
ཐུག	v.invar -
ཐུག་	v.invar -
ཐུག་པ	n.v.invar -
ཐུག་མོང་བ	adj -
ཐུགས	n.count -
ཐུགས་	n.count -
ཐུགས་གསུང་སྐུ	n.count -
ཐུགས་ཏིང་ངེ་འཛིན་	n.count -
ཐུགས་ཐུགས་རྗེས་བྱིན་	n.count -
ཐུགས་བརྩེ	n.count -
ཐུགས་བསྐྱེད་དགེ་ཚོགས་བདུད་རྩི	n.count -
ཐུགས་འཕྲིག་	n.count -
ཐུགས་རྗེ	n.count -
ཐུགས་རྗེ་	n.count -
ཐུགས་རྗེ་ཆེན་པོ་	n.prop -
ཐུགས་རྗེ་ཆེན་པོ་མཛུབ་ཀྱེར་	n.prop -
ཐུགས་རྗེ་ཆེན་པོའི་སྒྲུབ་ཐབས་རྒྱ་རྩ་	n.prop -
ཐུགས་རྗེས་	n.count -
ཐུགས་རྗེས་དབུ་	n.count -
ཐུགས་ལས་	n.count -
ཐུང་ངུ	adj -
ཐུང་བ་	n.v.invar -
ཐུན་	n.count -
ཐུན་མོང་	adj -
ཐུན་མོང་བ	n.count -
ཐུབ	v.invar -
ཐུབ་	v.invar -
ཐུབ་དགོངས་	n.prop -
ཐུབ་དབང་	n.count -
ཐུབ་པ	n.count -	n.prop -	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
ཐུབ་པ་	n.count -	n.v.invar -
ཐུབ་པ་དགོངས་རྒྱན	n.prop -
ཐུབ་པ་དགོངས་རྒྱན་	n.prop -
ཐུབ་པ་དཔག་བསམ་ཤིང་	n.count -
ཐུབ་པ་ལུས་འཕགས་	n.count -
ཐུབ་པའི་དབང་པོ་	n.prop -
ཐུབ་མཆོག་	n.count -
ཐུབ་མཆོག་བསྟན་པ་	n.count -
ཐུར་མ་	n.count -
ཐུར་ཚོ་	n.prop -
ཐུལ	v.invar -
ཐུལ་	v.fut.v.pres -	v.invar -	v.past -
ཐུལ་བ	n.v.fut.n.v.pres -
ཐུལ་བ་	n.v.past -
ཐེ་ཚོམ་	n.count -
ཐེ་ཚོམ་ཅན་	n.count -
ཐེ་ཚོམ་དྲ་བ་	n.count -
ཐེག་	n.count -
ཐེག་ཆེན་	n.count -
ཐེག་ཆེན་ཆོས་	n.count -
ཐེག་ཆེན་དོན་	n.count -
ཐེག་ཆེན་པ་	n.count -
ཐེག་ཆེན་བསྡུས་པ	n.prop -
ཐེག་ཆེན་བསྡུས་པ་	n.prop -
ཐེག་ཆེན་བློ་	n.count -
ཐེག་ཆེན་ལུགས་	n.count -
ཐེག་དང་མཐུན་	adj -
ཐེག་དམན་	n.count -
ཐེག་པ	n.v.invar -	n.v.past -
ཐེག་པ་	n.count -
ཐེག་པ་དམན་	n.count -
ཐེག་པ་བ	n.count -
ཐེག་པ་བ་	n.count -
ཐེག་པ་བླ་ན་མེད་པ་	n.prop -
ཐེག་པ་འཇིག་རྟེན་	n.count -
ཐེག་བསྡུས་	n.prop -
ཐེག་བསྡུས་འགྲེལ་པ	n.prop -
ཐེབས་པ་	n.v.invar -
ཐེམ་སྐས་	n.count -
ཐེམས་	v.fut.v.pres -
ཐེའུ་	n.count -
ཐེར་འབུམ	num.card -
ཐེར་འབུམ་	num.card -
ཐོ་གར་	n.prop -
ཐོ་རངས་	n.count -
ཐོ་རངས་ཕྱི་རོལ་	n.count -
ཐོ་རངས་རྒྱུ་འབྲས་	n.count -
ཐོ་རངས་རྡོ་རྗེ་	n.count -
ཐོ་རངས་རྨི་ལམ་	n.count -
ཐོ་རངས་སྐྱ་རེངས་འཆར་ཀ	n.count -
ཐོ་ལུམ་	n.count -
ཐོ་ཤོ་ལེགས་	n.prop -
ཐོག	v.imp -
ཐོག་	n.count -
ཐོག་ཐག་	dunno -
ཐོག་པ་	n.v.fut -
ཐོག་མ	n.count -	n.rel -
ཐོག་མ་	adv.temp -	n.count -
ཐོག་མ་བར་	n.count -
ཐོག་མཐའ་བར་	n.count -
ཐོག་མེད་	n.prop -
ཐོགས་	n.count -	v.fut.v.pres -	v.invar -	v.past.v.pres -
ཐོགས་པ	n.v.fut.n.v.pres -
ཐོགས་པ་	n.v.invar -
ཐོགས་མེད་	n.prop -
ཐོགས་མེད་སྐུ་མཆེད་	n.prop -
ཐོང་	v.imp -	v.invar -
ཐོད་	n.count -
ཐོད་པ	n.count -
ཐོན	v.fut.v.past -
ཐོན་	v.imp -	v.past -
ཐོན་པ་	n.v.past -
ཐོན་མི་སཾ་བྷོ་ཊ་	n.prop -
ཐོན་མི་ཨ་ནུ	n.prop -
ཐོབ	v.invar -
ཐོབ་	v.fut.v.pres -	v.imp -	v.invar -	v.past -	v.past.v.pres -
ཐོབ་པ	n.count -	n.v.invar -	n.v.past -
ཐོབ་པ་	n.v.invar -	n.v.past -
ཐོབ་བྱེད་	n.count -
ཐོར་བུ	n.count -
ཐོས	v.invar -
ཐོས་	n.count -	v.invar -	v.past -	v.past.v.pres -
ཐོས་པ	n.v.invar -	n.v.past -
ཐོས་པ་	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
ཐོས་པ་ལྷུར་ལེན་པ	n.prop -
ཐོས་བསམ་ལམ་	n.count -
ཐོས་བསམ་སྒོམ་	n.count -
ཐོས་བྱུང་	n.count -
ཐོས་རྩོད་	n.count -
ཐོས་སྟོབས་	n.count -
ད	adv.temp -
ད་	adv.temp -	skt -
ད་དུང་	adv.temp -
ད་བྱིད་	n.count -
དཀའ	v.past.v.pres -
དཀའ་	v.invar -
དཀའ་ཐུབ་	n.count -
དཀའ་ཐུབ་པ	n.count -
དཀའ་བ	n.v.invar -
དཀའ་བ་	n.v.aux -	n.v.invar -
དཀའ་འགྲེལ	n.count -
དཀའ་འགྲེལ་	n.count -
དཀའ་ལས་	n.count -
དཀར་	v.invar -
དཀར་ཆག་	n.count -
དཀར་ཆུང་	n.prop -
དཀར་ནག་	adj -
དཀར་པོ	adj -
དཀར་པོ་	adj -
དཀར་པོ་རྣམ་པ	n.count -
དཀར་ཕྱོགས་	n.count -
དཀར་ཕྱོགས་ལྷ་	n.count -
དཀུ་	v.invar -
དཀོན་བརྩེགས་	n.prop -
དཀོན་མཆོག་	n.count -
དཀོན་མཆོག་བརྩེགས་པ	n.prop -
དཀོན་མཆོག་ཡན་ལག་	n.prop -
དཀོན་མཆོག་སྤྲིན་	n.prop -
དཀོར་	n.count -
དཀོར་མཛོད་པེ་ཧར་	n.prop -
དཀྱིལ་ཆོག་ཉི་ཤུ་པ	n.prop -
དཀྱིལ་འཁོར་	n.count -
དཀྱུས་	n.count -
དཀྱོལ་འཁོར་	n.count -
དཀྲིགས་དཀྲིགས་	n.count -
དཀྲིས	v.imp -	v.past -
དཀྲིས་	v.past -
དཀྲིས་པ	n.v.past -
དཀྲིས་པ་	n.v.past -
དཀྲུགས་	v.past -
དཀྲུགས་པ་	n.v.past -
དཀྲོངས་	v.past -
དཀྲོལ་	v.invar -
དག	d.plural -	v.fut.v.pres -	v.invar -
དག་	d.plural -	v.invar -	v.past -	v.past.v.pres -
དག་གསལ་གཉེན་པོ	n.count -
དག་པ	n.v.invar -	n.v.past -
དག་པ་	n.v.fut.n.v.past -	n.v.past -
དག་པའི་བློ་གྲོས་	n.prop -
དག་བ	n.v.fut.n.v.past -
དག་བ་	n.v.fut.n.v.past -
དག་ཚུལ་	n.v.invar -
དག་ལྡན་	n.prop -
དགག་དབྱེ་	n.count -
དགག་པ	n.v.fut -
དགག་པ་	n.v.fut -
དགག་བྱ	n.v.fut -
དགའ	v.invar -
དགའ་	n.count -	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -	v.pres -
དགའ་པ་	n.v.invar -
དགའ་བ	n.v.fut.n.v.pres -	n.v.invar -
དགའ་བ་	n.v.fut.n.v.pres -	n.v.invar -
དགའ་བ་ཅན་	n.prop -
དགའ་བོ	n.prop -
དགའ་བོ་	n.prop -
དགའ་བྱེད་	n.prop -
དགའ་མ་	n.prop -
དགའ་རབ་སེམས་	n.count -
དགའ་ལྡན་	n.prop -
དགའ་སྟོན་	n.count -
དགུ	num.card -
དགུ་	num.card -
དགུ་པ་	num.ord -
དགུ་པོ་	num.card -
དགུག་	v.fut -
དགུང་	n.count -
དགུང་ཟླ་ཡར་	n.count -
དགུང་ལོ་	n.count -
དགུན་	adv.temp -	n.count -
དགེ	v.past.v.pres -
དགེ་	n.count -
དགེ་ཆོས་	n.count -
དགེ་བ	n.v.fut.n.v.pres -	n.v.invar -
དགེ་བ་	n.prop -	n.v.fut.n.v.pres -	n.v.invar -
དགེ་བ་དཔལ་	n.prop -
དགེ་བ་བཀོད་པའི་རྒྱལ་པོ་	n.prop -
དགེ་བ་རབ་གསལ་	n.prop -
དགེ་བའི་གོ་ཆ་	n.prop -
དགེ་བའི་བཤེས་གཉེན་གྱི་རྟོགས་བརྗོད་	n.prop -
དགེ་བའི་བློ་གྲོས་	n.prop -
དགེ་བའི་ལྷ	n.prop -
དགེ་བསྙེན་	n.count -
དགེ་བསྙེན་ཕ་མ་	n.count -
དགེ་བསྙེན་མ་	n.count -
དགེ་བློ་རྣོ་བ	n.count -
དགེ་མི་དགེ་	adj -
དགེ་ཚུལ་	n.v.invar -
དགེ་འདུན་	n.count -
དགེ་འདུན་ཕལ་ཆེན་པ	n.prop -
དགེ་འདུན་ཕལ་ཆེན་པ་	n.prop -
དགེ་འདུན་བསྲུངས་	n.prop -
དགེ་འདུན་འཕེལ་གྱིས་ལུང་བསྟན་པ་	n.prop -
