།	punc -
ཆོ་འཕྲུལ་	n.count -
ཆོག	v.aux -	v.invar -
ཆོག་	v.aux -	v.invar -
ཆོག་པ	n.v.fut.n.v.pres -
ཆོག་པ་	n.v.invar -
ཆོགས་	n.count -
ཆོངས་	v.imp -
ཆོད	v.invar -
ཆོད་	v.invar -	v.past -
ཆོད་པ	n.v.invar -
ཆོད་པ་	n.v.invar -
ཆོན་པོ	adj -
ཆོམ་རྐུན་	n.count -
ཆོས	dunno -	n.count -
ཆོས་	n.count -	v.imp -
ཆོས་ཀྱི་བློ་གྲོས་	n.prop -
ཆོས་ཁྲིམས་	n.count -
ཆོས་གཏམ་	n.count -
ཆོས་གྲྭ་	n.count -
ཆོས་ཅན་	n.count -
ཆོས་ཉིད་	n.count -
ཆོས་ཉིད་ཆོས་སྐུ	n.count -
ཆོས་ཉིད་འོད་གསལ་བྱ་བྲལ་རྟ	n.count -
ཆོས་ཐུན་	n.count -
ཆོས་དབང་	n.count -	n.prop -
ཆོས་དབྱིངས་	n.count -
ཆོས་ཕྱག་	n.count -
ཆོས་བརྒྱུད་	n.count -
ཆོས་བཤད་ལོཙྪ	n.count -
ཆོས་མཐོང་	n.count -
ཆོས་འཁོར་	n.count -
ཆོས་འཕགས་	n.prop -
ཆོས་འབྲེལ་ཅན་	adj -
ཆོས་རྒྱགས་	n.count -
ཆོས་རྫོགས་	n.count -
ཆོས་སྐད་	n.count -
ཆོས་སྐུ	n.count -
ཆོས་སྐུ་	n.count -
ཆོས་སྐོར་	n.count -
ཆོས་སྐྱོང་	n.count -
ཆོས་སྒོ	n.count -
ཇ་ནེ་	dunno -
ཇག་པ	n.count -
ཇག་པ་	n.count -
ཇི་	p.interrog -
ཇི་སྲིད་	p.interrog -
ཇེ་	dunno -
ཇོ་ཇོ	n.count -
ཇོ་ཇོ་	n.count -
ཇོ་བོ	n.count -
ཇོ་བོ་	n.count -
ཇོ་སམ་	n.count -
ཇོ་སྲས་	n.count -
ཇྙཱ་ན་མ་ཏི་	n.prop -
ཉ་	n.count -
ཉ་མ་	n.count -
ཉ་ལྟང་དཀར་	n.count -
ཉང་སྟོད་	n.prop -
ཉང་སྟོད་རྩིས་གནས་གསར་	n.prop -
ཉང་སྟོད་སྟག་ཚལ་	n.prop -
ཉན	v.pres -
ཉན་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
ཉན་ཐོས་	n.count -
ཉན་པ	n.v.pres -
ཉན་པ་	n.v.pres -
ཉན་བཤད་	n.count -
ཉམ་	n.count -
ཉམ་ང་	n.count -
ཉམས	n.count -
ཉམས་	n.count -	v.invar -
ཉམས་པ	n.v.invar -	n.v.past -
ཉམས་པ་	n.v.invar -	n.v.past -
ཉམས་མྱོང་	n.count -
ཉམས་མྱོང་ཐེག་ཆེན་ཆོས་འཁོར་	n.count -
ཉམས་རྟོགས་	n.count -
ཉམས་ལེན་	n.count -
ཉལ་	v.invar -
ཉལ་བ	n.v.past -
ཉི་	n.count -
ཉི་མ	n.count -
ཉི་མ་	n.count -
ཉི་མ་སྔ་ཕྱེད་	n.count -
ཉི་ཟླ	n.count -
ཉི་ཟླ་	n.count -
ཉི་ཟླ་པདྨ	n.count -
ཉི་འོད་	n.count -
ཉི་ཤུ་	num.card -
ཉིང་ཁུ་	n.count -
ཉིད	d.emph -
ཉིད་	d.emph -	p.pers -
ཉིན་	n.count -
ཉིན་གུང་	n.count -
ཉིན་མཚན་	n.count -
ཉིན་མོ	n.count -
ཉིན་མོ་	n.count -
ཉིལ་ལེ་	adj -
ཉུང་བ་	n.v.past.n.v.pres -
ཉུལ	v.invar -
ཉུལ་	v.fut.v.pres -
ཉུལ་བ	n.v.fut.n.v.pres -
ཉེ་དུ་དགྲ་	n.count -
ཉེ་བ	n.v.invar -
ཉེ་འཁོར་	n.count -
ཉེ་འབྲེལ་གྲུང་	n.count -
ཉེ་རིགས་དགའ་བཤེས་	n.count -
ཉེ་རིང་	adj -
ཉེ་ལམ་	n.count -
ཉེན་	n.count -	n.rel -
ཉེར་	num.card -
ཉེས་	v.past -
ཉེས་པ	n.v.invar -
ཉེས་པ་	n.v.invar -
ཉེས་ལྟུང་	n.count -
ཉོད་མོངས་པ་	dunno -
ཉོན	v.imp -
ཉོན་	v.imp -
ཉོན་མོངས་	n.count -
ཉོན་མོངས་ནད་	n.count -
ཉོན་མོངས་པ་	n.count -
ཉོས་	v.past -
ཊ་མ་རུ་	n.count -
ཊཾ་བྷི་ཧེ་རུ་ཀ	n.prop -
ཌཱ་ཀི	n.count -
ཌཱ་ཀི་	n.count -
ཌཱ་ཀི་ནི	skt -
ཏམ་བུ་རི	n.count -
ཏི་ར་	n.count -
ཏི་ར་ཧུ་ཏི་	n.prop -
ཏི་ལོ	n.prop -
ཏི་ལོ་	n.prop -
ཏི་ལོ་པ	n.prop -
ཏི་ལོ་བ་	n.prop -
ཏིང་ངེ་འཛིན་	n.count -
ཏིང་ཏིང་ཁུན་པ	n.prop -
ཏིང་ཏིང་ཤགས་	n.count -
ཏིང་འཛིན་	n.count -
ཏིལ་འབྲས་	n.count -
ཏུ	case.term -	cv.term -
ཏུ་	case.term -	cv.term -
ཏུར་	adv.temp -
ཏེ	cv.sem -
ཏེ་	cv.sem -
ཏེ་ལོ་	n.prop -
ཏེ་ལོ་པ	n.prop -
ཏོ	cv.fin -
ཏོ་	cv.fin -
ཏོག་	n.count -	n.rel -
ཏོཾ་བྷི་ཧེ་རུ་ཀ་	n.prop -
ཏྲི་ཡ་	dunno -
ཐ་ག་མ་	adv.temp -	n.count -
ཐ་ཆུང་	adj -
ཐ་དད་	adj -	n.count -
ཐ་མ	adj -
ཐ་མ་	n.count -
ཐ་མ་ལྷོ་	n.count -
ཐ་མལ་	adj -	n.count -
ཐ་མལ་སེམས་རྒྱུད་	n.count -
ཐ་སྙད་	n.count -
ཐ་སྙད་ཚིག་	n.count -
ཐག	v.past -
ཐག་	n.count -	v.aux -
ཐག་རིང་	n.count -
ཐག་རིང་ས་	n.count -
ཐགས་	v.invar -
ཐང་	n.count -
ཐང་ཆུང་	n.count -
ཐང་ཆེན་	n.count -
ཐད་	n.rel -
ཐབ་ཁུང་	n.count -
ཐབས་	n.count -
ཐབས་མཆོག་	n.count -
ཐབས་ལམ་	n.count -
ཐབས་ཤེས་	n.count -
ཐམ་ཐུམ་རྨི་ལམ་	n.count -
ཐམས་ཅད་	d.plural -
ཐར་	v.invar -	v.past -
ཐར་པ	n.v.past.n.v.pres -
ཐར་པ་	n.v.past.n.v.pres -
ཐར་བ	n.v.fut.n.v.pres -
ཐལ	v.fut.v.past -
ཐལ་	n.count -	v.fut -	v.fut.v.past -
ཐལ་བ	n.count -	n.v.fut -	n.v.past -
ཐལ་མོ་	n.count -
ཐི་གུ་	n.count -
ཐིག་	n.count -
ཐིག་ལེ་	n.count -
ཐིམ	v.invar -
ཐིམ་	v.invar -
ཐིམ་ཚུལ་	n.v.invar -
ཐིམས་པ	n.v.invar -
ཐུ་བ་	n.count -
ཐུ་བོ	n.count -
ཐུ་བོ་	adj -
ཐུག་	v.invar -
ཐུག་པ	n.v.invar -
ཐུགས	n.count -
ཐུགས་	n.count -
ཐུགས་ཀ	n.count -
ཐུགས་ཀྱི་རྡོ་རྗེ	n.prop -
ཐུགས་ཁ་	n.count -
ཐུགས་ཁྲལ་	n.count -
ཐུགས་གཉེར་	n.prop -
ཐུགས་ཉམས་	n.count -
ཐུགས་ཐག་	n.count -
ཐུགས་དགོངས་	n.count -
ཐུགས་དམ་	n.count -
ཐུགས་དམ་ཐང་ཀ་	n.count -
ཐུགས་དམ་སྲུང་འཁོར་	n.count -
ཐུགས་དྲན་	n.count -
ཐུགས་ཚ་	dunno -
ཐུགས་ཞེན་ལོག་	n.count -
ཐུགས་འདུན་	n.count -
ཐུགས་རབ་	n.count -
ཐུགས་རྒྱལ་	n.count -
ཐུགས་རྒྱས་	adj -
ཐུགས་རྒྱུད་	n.count -
ཐུགས་རྗེ	n.count -
ཐུགས་རྗེ་	n.count -
ཐུགས་རྗེ་ཅན	adj -
ཐུགས་ལས་	n.count -
ཐུགས་སུན་	n.count -
ཐུགས་སྤྲོ་	n.count -
ཐུཊ་	n.count -
ཐུན་	n.count -
ཐུན་མོང་	adj -
ཐུབ	v.past -
ཐུབ་	dunno -	v.invar -	v.past -
ཐུབ་པ	n.v.fut.n.v.pres -	n.v.invar -
ཐུབ་བསྟན་རྒྱལ་མཚན་	n.count -
ཐུལ་བ	n.v.fut.n.v.pres -
ཐེ་ཚོམ་	n.count -
ཐེག	v.invar -
ཐེག་	n.count -	v.imp -
ཐེག་ཆེན་	n.count -
ཐེག་ཆེན་སྙིང་པོ་ཝ་དོན་	n.count -
ཐེག་པ	n.v.invar -
ཐེག་པ་	n.count -	n.v.invar -
ཐེངས	v.past -
ཐེབ་ཐེབ་	dunno -
ཐེབས	v.invar -
ཐེབས་	v.past -
ཐེམ་པ་	n.count -
ཐེམ་སྐས་	n.count -
ཐོ་རངས་	adv.temp -	n.count -
ཐོག་	n.count -	n.rel -
ཐོག་དྲངས་	adj -
ཐོག་མ	n.count -	n.rel -
ཐོག་མེད་དུས་	n.count -
ཐོགས	v.fut.v.pres -
ཐོགས་	v.fut.v.pres -	v.invar -
ཐོགས་པ	n.v.invar -
ཐོགས་པ་	n.v.invar -
ཐོགས་བརྡུགས་	n.count -
ཐོགས་རྒྱུ་	n.v.invar -
ཐོང་	v.imp -
ཐོད་	n.count -
ཐོད་པ	n.count -
ཐོད་པ་	n.count -
ཐོན	v.imp -
ཐོན་	v.fut.v.past -	v.imp -	v.past -
ཐོན་པ	n.v.past -
ཐོན་པ་	n.v.past -
ཐོན་ཚུལ	n.v.past -
ཐོན་ཚུལ་	n.v.past -
ཐོན་སྟོན་	n.count -
ཐོབ	v.imp -	v.invar -
ཐོབ་	v.fut.v.pres -	v.imp -	v.invar -	v.past.v.pres -
ཐོབ་པ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
ཐོབ་པ་	n.v.invar -	n.v.past -
ཐོབ་བ	n.v.past -
ཐོབ་ཚུལ་	n.v.invar -
ཐོབ་ལུགས་	n.v.invar -
ཐོར་མ་	n.count -
ཐོས	v.invar -	v.past -
ཐོས་	v.invar -	v.past -
ཐོས་པ	n.v.invar -
ཐོས་པ་	n.v.invar -	n.v.past -
ཐོས་པ་དགའ་	n.prop -
ཐོས་བསམ་	n.count -
ད་	adv.temp -
ད་དུང་	adv.temp -
ད་ཕྱིན་	adv.temp -
དཀའ་	v.invar -
དཀའ་ཆེན་	n.count -
དཀའ་ཐུབ་ཆུ་འཐུང་	n.count -
དཀའ་ཕྲན་	n.count -
དཀའ་བ	n.v.invar -
དཀའ་བ་	n.v.invar -
དཀའ་མོ་	adj -
དཀའ་ཚེགས་	n.count -
དཀའ་ལས	n.count -
དཀའ་ལས་	n.count -
དཀའ་སྤྱད་	n.count -
དཀར་གོང་ཤེལ་	n.count -
དཀར་པོ	adj -
དཀར་པོ་	adj -
དཀར་བ་	n.v.fut.n.v.pres -
དཀར་མོ་	adj -
དཀར་ཡོལ་	n.count -
དཀོན་པ	n.v.past.n.v.pres -
དཀོན་པ་	n.v.fut -
དཀོན་མཆོག་	n.count -
དཀོན་མཆོག་གསོལ་གདབ་	n.count -
དཀོན་མཐོང་	n.count -
དཀོར་	n.count -
དཀྱིལ་	n.count -	n.rel -
དཀྱིལ་འཁོར་	n.count -
དཀྲིས་པ་	n.v.past -
དག	d.plural -	dunno -	v.fut.v.pres -	v.invar -
དག་	cl.focus -	d.plural -
དག་དང་མ་དག་གཟུགས་སྐུ་	n.count -
དག་པ	n.v.invar -	n.v.past -
དག་པ་	n.v.fut.n.v.past -	n.v.past -
དག་པ་མཁའ་སྤྱོད་	n.count -
དག་སྣང་	n.count -
དགག་བྱ	n.v.fut -
དགངས་པ་	n.v.invar -
དགའ	v.fut.v.pres -
དགའ་	v.fut.v.pres -	v.invar -	v.past.v.pres -
དགའ་ཆེ	n.count -
དགའ་བ	n.v.invar -	n.v.past -
དགའ་བ་	n.v.fut.n.v.pres -	n.v.invar -
དགའ་མོ་	adj -
དགའ་རབ་	n.count -
དགའ་སྟོན་	n.count -
དགའ་སྤྲོ	n.count -
དགའ་སྤྲོ་	n.count -
དགའ་སྦྲོ	n.count -
དགུ	num.card -
དགུ་	num.card -
དགུང་	n.count -
དགུང་ནུབ་	n.count -
དགུན་	adv.temp -	n.count -
དགེ་	n.count -
དགེ་དོན་	n.count -
དགེ་བ	n.prop -	n.v.invar -
དགེ་བ་	n.v.invar -
དགེ་བཟང་	n.prop -
དགེ་བཤེས་	n.count -
དགེ་བསྐུལ་	n.count -
དགེ་ཚུལ་	n.v.invar -
དགེ་ཚུལ་བ	n.count -
དགེ་ཚུལ་བ་	n.count -
དགེ་ཚོགས་	n.count -
དགེ་འདུན་	n.count -
དགེ་སློང་	n.count -
དགེས་	v.invar -
དགེས་པ	n.v.invar -
དགེས་པ་	n.v.invar -
དགེས་པ་རྡོ་རྗེ	n.prop -
དགེས་པ་རྡོ་རྗེ་	n.prop -
དགོངས	v.invar -
དགོངས་	v.invar -	v.past.v.pres -
དགོངས་ཐུགས་	n.count -
དགོངས་པ	n.v.invar -	n.v.past -
དགོངས་པ་	n.prop -	n.v.invar -
དགོངས་བཞེད་	n.count -
དགོངས་ཚུལ་	n.v.invar -	n.v.past -
དགོན་པ	n.count -
དགོན་པ་	n.count -
དགོས	v.aux -	v.invar -
དགོས་	n.count -	v.aux -	v.fut.v.pres -	v.invar -
དགོས་པ	n.v.aux -	n.v.invar -
དགོས་པ་	n.v.aux -	n.v.fut.n.v.pres -	n.v.invar -
དགོས་འདོད་	n.count -
དགོས་འདོད་ཆར་འབབས་	n.count -
དགྱེས་	v.imp -	v.invar -	v.past.v.pres -
དགྱེས་པ	n.v.invar -
དགྱེས་པ་	n.v.invar -
དགྱེས་པ་རྡོ་རྗེ	n.prop -
དགྱེས་པ་རྡོ་རྗེ་	n.prop -
དགྱེས་བ	n.v.invar -
དགྱེས་རྡིར་	n.prop -
དགྱེས་རྡོར	n.prop -
དགྱེས་རྡོར་	n.prop -
དགྲ་	n.count -
དགྲ་བོ་	n.count -
དང	case.ass -
དང་	case.ass -	cv.ass -	v.invar -
དང་པོ	num.ord -
དང་པོ་	num.ord -
དང་བ་	n.count -
དངངས་སྐྲག་	n.count -
དངུལ་ཆུ་	n.mass -
དངུལ་སྐྱོགས་	n.count -
དངོས་	dunno -	n.count -
དངོས་གཞི་	n.count -
དངོས་གྲུབ་	n.count -
དངོས་གྲུབ་ཅན་	adj -
དངོས་པོ	n.count -
དངོས་པོ་	n.count -
དངོས་འཛིན་	n.count -
དངོས་སྒྲུབ་	n.count -
དངོས་སློབ་	n.count -
དད་གུས་	n.count -
དད་ཅན་	adj -
དད་པ	n.v.invar -
དད་པ་	n.v.invar -
དད་འདུན་	n.count -
དན་	dunno -
དཔག་	v.fut -
དཔག་མེད་	adj -
དཔང་	n.count -
དཔང་པོ	n.count -
དཔའ་བོ་	n.count -
དཔའ་བོ་དགའ་སྟོན་	n.count -
དཔའ་བོ་མཁའ་འགྲོ	n.count -
དཔའ་བོ་མཁའ་འགྲོ་	n.count -
དཔའ་བོ་མཁའ་འགྲོ་རྡོ་རྗེ་སྤུན་	n.count -
དཔའ་མོ	n.count -
དཔའ་མོ་	n.count -
དཔལ	n.count -
དཔལ་	n.count -
དཔལ་ཀུ་ཀུ་རི་པ་	n.prop -
དཔལ་ཁུད་	n.prop -
དཔལ་གཉིས་མེད་རོལ་པ	n.prop -
དཔལ་གདན་བཞི་	n.prop -
དཔལ་གསང་བ་འདུས་པ	n.prop -
དཔལ་གྱི་རི་	n.prop -
དཔལ་དགྱེས་པ་རྡོ་རྗོ	n.prop -
དཔལ་ན་ལེན་ཏྲ	n.prop -
དཔལ་ནཱ་རོ	n.prop -
དཔལ་ནཱ་རོ་པ	n.prop -
དཔལ་ནཱ་རོ་པ་	n.prop -
དཔལ་ནཱ་རོ་པཎ་ཆེན་	n.prop -
དཔལ་ནཱ་རོ་མཻཏྲི	n.prop -
དཔལ་བདེ་མཆོག་འཁོར་ལོ	n.prop -
དཔལ་བཟང་པོ	n.prop -
དཔལ་མ་དཔལ་ཐང་	n.prop -
དཔལ་མེ་ཏོག་	n.count -
དཔལ་མེ་ཏོག་མདངས་འཕྲོག་	n.prop -
དཔལ་མོ་	n.prop -
དཔལ་མོ་དཔལ་ཐང་	n.prop -
དཔལ་མྱུ་གུ་ལུང་	n.prop -
དཔལ་ཞི་བ་བཟང་པོ	n.prop -
དཔལ་ཞི་བ་བཟང་པོ་	n.prop -
དཔལ་འཇིགས་མེད་གྲགས་པ	n.prop -
དཔལ་འཇིགས་མེད་གྲགས་པ་	n.prop -
དཔལ་འབར་	adj -
དཔལ་ཡེ་ཤེས་སྙིང་པོ	n.prop -
དཔལ་ཡེ་ཤེས་སྙིང་པོ་	n.prop -
དཔལ་རི་ཁྲོད་དབང་ཕྱུག་	n.prop -
དཔལ་རི་ཁྲོད་ཞབས་	n.count -
དཔལ་རྡོ་རྗེ་གདན་	n.prop -
དཔལ་རྡོ་རྗེ་ཕྲེང་བ་	n.prop -
དཔལ་རྡོ་རྗེ་འཆང་	n.prop -
དཔལ་ལྡན་	adj -
དཔལ་ལྡན་དྷཱུ་ཏཱི་པ	n.prop -
དཔལ་ལྡན་ནཱ་རོ་པ	n.prop -
དཔལ་སང་ག་གླིང་པ་	n.prop -
དཔལ་སིང་གྷ་གླིང་པ	n.prop -
དཔལ་སེན་ཏ་པ་	n.prop -
དཔེ་	n.count -
དཔེ་ཆ	n.count -
དཔེ་ཆ་	n.count -
དཔེ་མེད་	adj -
དཔོན་	n.count -
དཔོན་སློབ་	n.count -
དཔྱིད་ཁ་	adv.temp -
དཔྱིད་ཟླ་	n.count -
དཔྱོད་	v.pres -
དཔྲལ་བ	n.count -
དཔྲལ་བ་	n.count -
དབང་	n.count -
དབང་གདམས་ངག་	n.count -
དབང་གདམས་ངག་རྒྱུད་འགྲེལ་བཤད་པ་	n.count -
དབང་གདམས་པ་	n.count -
དབང་གྱུར་	adj -
དབང་ཕྱུག་	n.count -
དབང་བསྐུར་	n.count -
དབང་བསྐུར་རྒྱུད་བཤད་མན་ངག་	n.count -
དབང་བསྐུར་སྒྲུབ་ཐབས་	n.count -
དབང་མེད་	adj -
དབང་རྒྱས་འབྲིང་བསྡུས་	n.count -
དབང་རྡུལ་ཚོན་	n.count -
དབང་རྫས་	n.count -
དབང་རྫོགས་	n.count -
དབང་ལུང་གདམས་ངག་	n.count -
དབང་ལུང་འགྲེལ་བཤད་	n.count -
དབང་སིན་དྷུ་ར	n.count -
དབུ	n.count -
དབུ་	n.count -	v.fut -
དབུ་ཀླད་	n.count -
དབུ་ཁྲག་	n.count -
དབུ་གཙུག་	n.count -
དབུ་ཆིངས་	n.count -
དབུ་ཐག་	n.count -
དབུ་མ་རང་རྒྱུད་	n.prop -
དབུ་མཛད་བླ་མ་	n.count -
དབུ་ཚད་	n.count -
དབུ་རུ་	n.prop -
དབུགས་	n.count -
དབུལ་ཕོངས་	n.count -
དབུས་	n.prop -	n.rel -
དབུས་མ	adj -
དབུས་འགྱུར་ཚལ་	n.prop -
དབེན་	v.invar -
དབྱངས་	n.count -
དབྱངས་རིང་	n.count -
དབྱར་	adv.temp -
དབྱིངས་	n.count -
དབྱིབས་	n.count -
དབྱིབས་རྣལ་འབྱོར་	n.count -
དབྱེ	v.fut.v.pres -
དབྱེར་	n.count -
དབྱེར་མེད་	adj -
དབྱེར་མེད་རང་བཞིན་	n.count -
དམ	cv.ques -
དམ་	cv.ques -	n.count -
དམ་ཆོས་	n.count -
དམ་ཆོས་ནོར་བུ་	n.count -
དམ་པ	n.v.invar -
དམ་པ་	n.v.invar -
དམ་པོ	adj -
དམ་པོ་	adj -
དམ་བཅའ་	n.count -
དམ་བཅས་	n.count -
དམ་བཅས་པ་	n.count -
དམ་ཚིག་	n.count -
དམ་ཚིག་གནད་	n.count -
དམ་ཚིག་ཅན	n.count -
དམ་ཚིག་ཅན་	adj -
དམ་ཚིག་པ	n.count -
དམ་ཚིག་རྫས	n.count -
དམ་རྫས་	n.count -
དམག་དཔོན་	n.count -
དམངས་	n.count -
དམན་པ	n.v.past.n.v.pres -
དམན་པ་	n.v.past.n.v.pres -
དམའ་བ	n.v.invar -
དམར་ཁྲིད	n.count -
དམར་ཁྲིད་	n.count -
དམར་པོ	adj -
དམར་པོ་	adj -
དམར་མོ་	adj -
དམིགས་པ་	n.v.invar -
དམིགས་ཡུལ་	n.count -
དམུ་ལོང་	n.count -
དམུས་ལོང་	n.count -
དམྱལ་བ་	n.count -
དར་	dunno -	n.count -	n.mass -	v.invar -	v.past.v.pres -
དར་དཀར་	n.count -
དར་བ	n.v.fut.n.v.pres -
དར་བ་	n.v.fut.n.v.pres -
དར་མ་དབང་ཕྱུག་	n.prop -
དར་མ་མདོ་སྡེ་	n.prop -
དར་ཡུག་	n.count -
དར་རྒྱལ་	n.count -
དར་རྒྱས་	n.count -
དལ་	v.past -
དལ་འབྱོར་ལུས་	n.count -
དུ	case.term -	cv.term -
དུ་	case.term -	cv.term -
དུ་མ	d.plural -
དུ་མ་	adj -
དུག་	n.count -
དུག་མཚ	n.count -
དུག་མཚོ	n.count -
དུག་མཚོ་	n.count -
དུག་སྦྲུལ་	n.count -
དུང་	n.count -
དུང་དཀར་	n.count -
དུད་འགྲོ	n.count -
དུད་འགྲོ་	n.count -
དུད་སོལ་	n.prop -
དུམ་	dunno -
དུར་ཁྲོད་	n.count -
དུར་ཁྲོད་ཆས་	n.count -
དུར་ཁྲོད་དགོན་	n.count -
དུར་ཁྲོད་ནགས་ཚལ་	n.count -
དུར་ས་	n.count -
དུས	n.rel -
དུས་	adv.temp -	n.count -	n.rel -
དུས་གསོལ་	n.prop -
དུས་མཆོད་	n.count -
དེ	adv.proclausal -	cv.sem -	d.dem -
དེ་	adv.proclausal -	cv.sem -	d.dem -	dunno -
དེ་ཉིད་	n.count -
དེ་བ་	dunno -
དེ་བཞིན་ཉིད	n.count -
དེ་ཝ་	skt -
དེ་རིང་	adv.temp -
དེང་	adv.temp -
དེང་ངེ་	dunno -
དེང་སང་	adv.temp -
དེད་	v.invar -
དེད་དཔོན་	n.count -
དེད་པ	n.v.invar -
དེད་པ་	n.v.invar -
དོ	cv.fin -
དོ་	cv.fin -	dunno -	num.card -
དོ་ཆད་	dunno -
དོ་ནུབ་	adv.temp -
དོ་མེད་	adj -
དོ་ཟླ་	n.count -
དོ་རི་	n.count -
དོ་ཧ	n.count -
དོ་ཧ་རྡོ་རྗེ	n.count -
དོགས་	n.count -	v.invar -
དོགས་པ	n.v.invar -
དོགས་པ་	n.v.invar -
དོད་པ་	n.v.invar -
དོན	n.count -
དོན་	n.count -
དོན་ཆེན་	adj -
དོན་དམ་	n.count -
དོན་མེད	adj -
དོན་མེད་	adj -
དོན་མེད་ཐང་	n.count -
དོན་ཡོད་	adj -
དོན་རྟོགས་རྣལ་འབྱོར་པ	n.count -
དོར་	v.fut.v.past -
དོལ་	n.prop -
དྭངས་པ	n.v.invar -
དྲག་	v.invar -
དྲག་པ	n.v.invar -
དྲག་པ་	n.v.fut.n.v.pres -	n.v.invar -
དྲག་པ་ཅན་	n.prop -
དྲག་པོ	adj -
དྲག་པོ་	adj -
དྲགས་	v.past -
དྲང་	v.fut -
དྲང་པོ་	adj -
དྲང་སྲོང་	n.count -
དྲངས	v.past -
དྲངས་	v.past -
དྲངས་པ	n.v.past -
དྲངས་པ་	n.v.past -
དྲངས་ཚུལ	n.v.past -
དྲངས་ཚུལ་	n.v.past -
དྲན	v.imp -	v.invar -
དྲན་	v.fut.v.pres -	v.invar -	v.past.v.pres -
དྲན་པ	n.v.past.n.v.pres -
དྲན་པ་	n.v.past.n.v.pres -
དྲན་འདུན་བག་ཆགས་	n.count -
དྲི་ཆིལ་ཆིལ	adj -
དྲི་ཆིལ་ཆིལ་	adj -
དྲི་བ	n.v.fut -
དྲི་བ་	n.v.fut -
དྲི་བཟང་	n.count -
དྲི་མ་	n.count -
དྲི་མེད་	adj -
དྲི་མེད་པདྨ་ཉི་ཟླ་	n.count -
དྲི་རྒྱུ་	n.v.fut -
དྲིན	n.count -
དྲིན་	n.count -
དྲིན་གཟོ་	n.count -
དྲིན་ཅན་	adj -
དྲིན་ཆོས་	n.count -
དྲིན་ལན་	n.count -
དྲིལ་བ་	n.v.fut -
དྲིས་པ	n.v.past -
དྲུག	num.card -
དྲུག་	num.card -
དྲུག་པ་	num.ord -
དྲུག་པོ་	num.card -
དྲུང་	n.rel -
དྲུང་པ	adj -
དྲུང་པ་	adj -
དྲུད་པ	n.v.fut.n.v.past -
དྲེགས་ཅན་	n.count -
དྲེགས་པ	n.v.invar -
དྲེད་པོ་	adj -
དྲེའུ་	n.count -
དྲོངས	v.imp -
དྲོངས་	v.imp -
དྷ་ར་ཤྲཱི་	n.prop -
དྷརྨ་དྷ་ར	n.prop -
དྷརྨ་བོ་དྷི་ཨ་ཤོ་ཀ	n.prop -
དྷཱུ་ཏི་	n.count -
ན	case.loc -	cv.loc -
ན་	case.loc -	cv.loc -	n.count -
ན་ནིང་	adv.temp -
ན་བཟ	n.count -
ན་བཟ་	n.count -
ན་བཟའ་	n.count -
ན་བཟའ་ལམ་རྒྱགས་	n.count -
ན་བུན་	n.count -
ན་མ	n.prop -
ན་མོ་	skt -
ན་ཚ་	n.count -
ན་རེ	case.nare -
ན་རེ་	case.nare -
ན་རོ་	n.prop -
ན་རོ་ཆེན་པོ	n.prop -
ན་རོ་པ	n.prop -
ན་ལེན་	n.prop -
ན་ལེན་ཏྲ	n.prop -
ན་སོ་	n.count -
ནག་པ་	n.v.fut.n.v.pres -
ནག་པོ་	adj -
ནག་ཚོ	n.prop -
ནག་ཚོ་	n.prop -
ནགས་	n.count -
ནགས་ཁྲོད་	n.count -
ནགས་གསེབ་	n.count -
ནགས་འདབ་	n.count -
ནགས་འདབས་	n.count -
ནང་	adv.temp -	d.dem -	n.count -	n.rel -
ནང་པ	adv.temp -
ནང་མཐུན་	n.count -
ནང་མཐུན་པ	adj -
ནང་མི་	n.count -
ནད་	n.count -
ནད་པ་	n.count -
ནན་	n.count -
ནན་ཅན་	adj -
ནན་ཆེ	dunno -
ནན་ཏན	n.count -
ནན་ཏན་	n.count -
ནན་ཏན་ཞུས་	n.count -
ནམ	cv.ques -
ནམ་	cv.ques -	n.count -	p.interrog -
ནམ་གུང་	n.count -
ནམ་མཁ	n.count -
ནམ་མཁའ་	n.count -
ནམ་ལངས་	adv.temp -	n.count -
ནམ་སྲོད་	n.count -
ནར་མ	adj -
ནས	case.ela -	cv.ela -
ནས་	case.ela -	cv.ela -
ནཱ་ག་ཇུ་ན་	n.prop -
ནཱ་རོ	n.prop -
ནཱ་རོ་	n.prop -
ནཱ་རོ་ཆེན་པོ	n.prop -
ནཱ་རོ་ཆེན་པོ་	n.prop -
ནཱ་རོ་ཆོས་	n.count -
ནཱ་རོ་པ	n.prop -
ནཱ་རོ་པ་	n.prop -
ནཱ་རོ་མཻ་ཏྲི	n.prop -
ནཱ་རོ་མཻ་ཏྲི་	n.prop -
ནཱབ་	dunno -
ནཱརོ་པ་	n.prop -
ནི	cl.focus -
ནི་	cl.focus -
ནིང་	dunno -
ནུབ	v.invar -
ནུབ་	adv.temp -	n.count -	v.invar -
ནུབ་ཕྱོགས་	n.count -
ནུས	v.aux -
ནུས་	v.aux -	v.fut.v.pres -	v.invar -
ནུས་པ	n.v.aux -	n.v.invar -
ནུས་པ་	n.v.aux -
ནོ	cv.fin -
ནོ་	cv.fin -
ནོངས་པ	n.v.past -
ནོད་པ་	n.v.invar -
