།	punc -
བྱིན་རླབས་ཅན་	adj -
བྱིན་རླབས་དངོས་གྲུབ་བཀྲ་ཤིས་	n.count -
བྱིན་རླབས་དམ་ཆོས་	n.count -
བྱིན་རླུབས་	n.count -
བྱིས་པ་	n.count -
བྱུང་	v.past -
བྱུང་ཆུབ་	n.count -
བྱུང་བ	n.v.past -
བྱུང་བ་	n.v.past -
བྱུང་ཚུལ་	n.v.past -
བྱེ་བྲག་	adj -	n.count -
བྱེ་སྟོངས་	n.count -
བྱེད	v.pres -
བྱེད་	v.pres -
བྱེད་པ	n.v.pres -
བྱེད་པ་	n.v.pres -
བྱེད་མཁན་	n.v.pres -
བྱེད་རྒྱུ་	n.v.pres -
བྱེད་སྤྱོད་	n.count -
བྱེའུ་	n.count -
བྱོན	v.imp -	v.past -
བྱོན་	v.fut -	v.imp -	v.past -
བྱོན་པ	n.v.past -
བྱོན་པ་	n.v.past -
བྱོན་བ	n.v.fut -
བྱོན་ཚུལ་	n.v.past -
བྱོལ་སོང་	n.count -
བྲ་མ	n.count -
བྲག	n.count -
བྲག་	n.count -
བྲབས་	v.past -
བྲམ་ཟེ	n.count -
བྲམ་ཟེ་	n.count -
བྲལ	v.fut.v.past -
བྲལ་	v.past -
བྲལ་བ	n.v.fut.n.v.pres -	n.v.past -
བྲལ་བ་	n.v.fut -
བྲི	v.fut -
བྲིས་	v.past -
བྲིས་པ	n.v.past -
བྲིས་པ་	n.v.past -
བྲིས་སྐུ་	n.count -
བྲེ་	n.count -
བྲེ་མོ་	n.count -
བྲོ	v.invar -
བྲོ་	n.count -	v.past.v.pres -
བྲོད	dunno -	v.invar -
བྲོད་པ	n.v.invar -
བྲོད་པ་	n.count -	n.v.invar -
བྲོས་	dunno -	v.past -
བྲོས་པ	n.v.past -
བླ་	n.count -
བླ་གཡེ	dunno -
བླ་དབྱེ	n.count -
བླ་དབྱེ་	n.count -
བླ་བྲེས་	n.count -
བླ་མ	n.count -
བླ་མ་	n.count -
བླ་མ་གྲུབ་ཐོབ་	n.count -
བླ་མ་བཟང་	n.count -
བླ་མ་ཡི་དམ་མཁའ་འགྲོ	n.count -
བླ་མ་ཡི་དམ་མཁའ་འགྲོ་	n.count -
བླ་མ་ཡི་དམ་མཁའ་འགྲོ་ཆོས་སྐྱོང་	n.count -
བླ་མ་སྐུ་མཆེད་	n.count -
བླ་མཆོད་	n.count -
བླ་མའ་	n.count -
བླ་མེད་	adj -
བླ་མེད་ཐེག་པ་	n.count -
བླ་མེད་བྱང་ཆུབ་	n.count -
བླ་ཡེ	n.count -
བླ་ཡེ་	n.count -
བླ་རྗེ་	n.count -
བླ་སྡེ	n.count -
བླང་	v.fut -
བླངས	v.past -
བླངས་	v.past -
བླངས་པ	n.v.past -
བླངས་པ་	n.v.past -
བླུན་པོ་	n.count -
བློ	n.count -
བློ་	n.count -
བློ་ཁ་	n.count -
བློ་གྲོས་	n.prop -
བློ་ཆུང་	n.count -
བློ་ཐུབ་	dunno -
བློ་མ་	n.count -
བློ་མུན་	n.count -
བླ྄་མ་	n.count -
བྷ་ག་ལ་	n.prop -
མ	d.dem -	n.count -	n.rel -	neg -
མ་	dunno -	n.count -	neg -
མ་ག་དྷ	n.prop -
མ་གི་	d.dem -
མ་གྲུབ་	adj -
མ་དྷི	n.prop -
མ་ཕྱི	n.count -
མ་ཕྱི་	n.count -
མ་བཅོས་	adj -
མ་བུ་	n.count -
མ་མོ་ཇག་ཆིངས་	n.count -
མ་ཟད་མ་མ་	n.prop -
མ་འོང་ལུང་བསྟན་	n.count -
མ་རིག་	n.count -
མ་རིག་གཉིད་	n.count -
མ་རིག་མིག་	n.count -
མ་རིག་མུན་པ་	n.count -
མ་རྒྱུད་	n.count -	n.prop -
མ་རྒྱུད་བགྲོ་གླེང་	n.count -
མ་རྒྱུད་མ་ཧཱ་མཱ་ཡ་	n.prop -
མ་ལུས་	adj -
མ་ཧཱ་བོ་ངྷི་	n.prop -
མ་ཧཱ་མ་ཡ	n.prop -
མ་ཧཱ་མ་ཡ་	n.prop -
མ་ཧཱ་མཱ་ཏ་	n.prop -
མ་ཧཱ་མཱ་ཡ	n.prop -
མ་ཧཱ་མཱ་ཡ་	n.prop -
མཁའ་	n.count -
མཁའ་གདན་	n.count -
མཁའ་འགྲོ	n.count -
མཁའ་འགྲོ་	n.count -
མཁའ་འགྲོ་ཆོས་སྐྱོང་	n.count -
མཁའ་འགྲོ་མ་	n.count -
མཁའ་འགྲོ་མ་རྡོ་རྗེ་གུ་	n.prop -
མཁའ་འགྲོ་མ་རྡོ་རྗེ་གུར་གྱི་རྒྱུད་	n.prop -
མཁའ་འགྲོ་སྐུ་གསུང་ཐུགས་	n.count -
མཁའ་འགྲོ་སྙན་བརྒྱུད་	n.count -
མཁའ་སྤྱོད་	n.count -
མཁས	v.invar -
མཁས་	n.count -	v.fut.v.pres -	v.invar -
མཁས་གྲུབ་	n.count -
མཁས་ཆུང་	adj -
མཁས་པ	n.v.invar -
མཁས་པ་	n.count -	n.v.invar -	n.v.past -
མཁས་པོ་	adj -
མཁོ་བ	n.v.invar -
མཁྱེན	v.invar -
མཁྱེན་	v.invar -	v.past.v.pres -
མཁྱེན་པ	n.v.past.n.v.pres -
མཁྱེན་པ་	n.v.past.n.v.pres -
མཁྱེན་བརྩེ	n.count -
མཁྱེན་རབ་	n.count -
མགུ་	v.invar -
མགུར	n.count -
མགུར་	n.count -
མགུར་ཆེན་	n.count -
མགོ་	n.count -
མགོ་མཁྲེགས	adj -
མགོ་འདོན་	n.count -
མགོ་རྒོད་	adj -
མགོ་ལེགས་	n.prop -
མགོ་སྐོར་	n.count -
མགོན	n.count -
མགོན་	n.count -
མགྱོགས་པ་	n.v.past -
མགྲིན་པ	n.count -
མགྲོང་ཁ་	dunno -
མང་	d.det -	v.pres -
མང་པོ	adj -
མང་པོ་	adj -
མང་བ	n.v.pres -
མང་མཁར་	n.prop -
མང་མཁར་མུ་གུ་ལུང་	n.prop -
མང་ཡུལ་	n.prop -
མངགས་	v.past -
མངགས་པ	n.v.past -
མངའ	v.invar -
མངའ་	n.count -	v.invar -
མངའ་བ	n.v.fut.n.v.pres -	n.v.invar -
མངའ་བ་	n.v.invar -
མངའ་བདག་	n.count -
མངའ་བདག་རྒྱལ་སྲས་	n.count -
མངའ་བདག་རྗེ་བཙུན་	n.count -
མངའ་འབངས་	n.count -
མངོན་	v.fut.v.pres -	v.invar -
མངོན་གསལ་	adj -
མངོན་གྱུར་	adj -
མངོན་པ	n.v.pres -
མངོན་མཁྱེན་	n.count -
མངོན་ཞེན་	n.count -
མངོན་རྟོགས་	n.count -
མངོན་ཤེས་	n.count -
མངོན་ཤེས་རིག་པ་མངའ་	n.count -
མངོན་སུམ་	adj -	n.count -
མཆན་	n.count -
མཆར་ཆེ	adj -
མཆི	v.fut.v.pres -
མཆི་	v.fut.v.pres -
མཆི་མ	n.count -
མཆི་མ་	n.count -
མཆིས	v.fut.v.pres -	v.invar -	v.past -
མཆིས་	v.invar -	v.past -
མཆིས་པ	n.v.past -
མཆེད་	n.count -
མཆེད་གྲོགས་	n.count -
མཆེད་ལྕམ་	n.count -
མཆོག	adj -
མཆོག་	adj -	n.count -	v.fut.v.pres -
མཆོད་	v.imp -	v.invar -
མཆོད་གནས་	n.count -
མཆོད་ཆ་	n.count -
མཆོད་པ	n.v.invar -
མཆོད་པ་	n.v.invar -
མཆོད་ཡོན་མེ་ཏོག་བདུག་སྤོས་	n.count -
མཆོད་རྫས་	n.count -
མཆོད་ལྕམ་	n.count -
མཆོད་སྡོང་	n.count -
མཇལ	v.invar -	v.past -
མཇལ་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
མཇལ་ཐབས་	n.v.fut.n.v.pres -
མཇལ་བ	n.v.fut.n.v.pres -
མཇལ་བ་	n.v.fut.n.v.pres -
མཇལ་ཚུལ	n.v.invar -
མཇལ་ཚུལ་	n.v.invar -
མཇལ་ལུགས་	n.v.invar -
མཇལ་སྣ་	n.count -
མཇུག་	n.count -
མཇུག་མ་	adj -
མཉམ	v.invar -
མཉམ་	v.fut.v.pres -	v.invar -
མཉམ་གཞག་	n.count -
མཉམ་པ	n.v.invar -
མཉམ་པ་	n.v.invar -
མཉམ་པ་ཉིད་	n.count -
མཉམ་པོ	adj -
མཉམ་བཞག་འཕྲོ་རྒོད་	n.count -
མཉམ་མེད་བླ་མ་རྗེ་	n.count -
མཉམ་རྗེས་	n.count -
མཉས་པ་	dunno -
མཉེས་	v.invar -
མཉེས་པ	n.v.invar -
མཉེས་པ་	n.v.invar -
མཎྚལ་	n.count -
མཎྜལ་	n.count -
མཐ	n.count -	n.rel -
མཐའ	n.count -	n.rel -
མཐའ་	n.count -	n.rel -
མཐའ་དག་	d.plural -
མཐའ་བྲལ་	adj -
མཐའ་བྲལ་ཕྱག་རྒྱ་	n.count -
མཐའ་འཁོབ་	n.count -
མཐའ་ཡས་	adj -
མཐར་ཐུག་མདོ་སྔགས་	n.count -
མཐིལ་	n.count -	n.rel -
མཐུ་	n.count -
མཐུ་ཆེན་	n.prop -
མཐུག་པ	n.v.past.n.v.pres -
མཐུད་པ	n.v.invar -
མཐུན་	v.invar -	v.past.v.pres -
མཐུན་པ	n.v.past.n.v.pres -
མཐུན་རྐྱེན་	n.count -
མཐུན་རྐྱེན་ཚོགས་བསོག་བཀྲ་ཤིས་	n.count -
མཐོ་དམན་	n.count -
མཐོ་བ་	n.v.invar -
མཐོང་	n.count -	v.imp -	v.invar -	v.past -	v.past.v.pres -
མཐོང་ཆ་འཇོགས་	dunno -
མཐོང་ཆེ་	dunno -
མཐོང་པ་	n.v.invar -
མཐོང་བ	n.v.invar -	n.v.past -
མཐོང་བ་	n.v.invar -	n.v.past -
མཐོང་མེད་བདེན་	n.count -
མཐོང་ལམ་	n.count -
མཐོང་ལུགས་	n.v.invar -
མཐོང་ས	n.v.invar -
མཐོང་སྒོ་	n.count -
མཐོང་སྣང་	n.count -
མཐོལ་བཤགས་	n.count -
མདང་	adv.temp -
མདང་སང་	adv.temp -
མདའ་	n.count -
མདའ་གཞུ་	n.count -
མདའ་རྒྱང་	n.count -
མདུད་པ་	n.count -
མདུན་	n.count -	n.rel -
མདོ	n.count -
མདོ་	n.count -
མདོ་ཕྲུག་ཕལ་	n.count -
མདོ་སྔགས་	n.count -
མདོ་སྡེ	n.count -
མདོ་སྡེ་འབུམ	n.prop -
མདོག་	n.count -
མན་ངག་	n.count -
མན་ངག་གཏེར་ཁ་	n.count -
མན་ཆད་	adv.dir -
མནལ་	n.count -
མནལ་ལམ་	n.count -
མནལ་ལྟས་	n.count -
མམ	cv.ques -
མཚན་	n.count -
མཚན་ཉིད་	n.count -
མཚན་པ	n.v.past.n.v.pres -
མཚན་པ་	n.v.past.n.v.pres -
མཚན་ལམ་	n.count -
མཚན་ལྟས་	n.count -
མཚན་ལྡན་	adj -
མཚན་ལྡན་མ་	n.count -
མཚན་སྙན་	n.count -
མཚམས	n.count -
མཚམས་	n.count -	n.rel -
མཚམས་སྦྱོར་	n.count -
མཚར་ཅན་	adj -
མཚར་བ	n.v.fut.n.v.pres -
མཚར་བ་	n.v.fut.n.v.pres -
མཚལ་ཁྲག་	n.count -
མཚུངས	v.invar -
མཚུངས་	v.invar -	v.past.v.pres -
མཚུངས་པ	n.v.invar -
མཚུར་སྟོན་	n.prop -
མཚུལ་པ་	n.prop -
མཚུལ་སྟོན་དབང་ངེ	n.prop -
མཚོ་	n.count -
མཚོ་སྐྱེས་རྡོ་རྗེ	n.prop -
མཚོན་	v.fut.v.pres -
མཚོན་ཆ་	n.count -
མཚོན་ཆ་ལེགས་	n.count -
མཚོན་པ	n.v.past.n.v.pres -
མཚོན་པ་	n.v.past.n.v.pres -
མཛངས་པ	n.v.invar -
མཛད	v.invar -
མཛད་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
མཛད་ཉི་མ་	dunno -
མཛད་པ	n.v.fut.n.v.pres -	n.v.invar -
མཛད་པ་	n.v.invar -
མཛད་ཕྲིན་	n.count -
མཛད་ཚུལ	n.v.invar -
མཛད་ཚུལ་	n.v.invar -
མཛད་སྤྱོད་	n.count -
མཛའ་བཤེས་གཉེན་	n.count -
མཛའ་བོ་	n.count -
མཛུབ་	n.count -
མཛེས་པ་	n.v.invar -
མཛེས་མ་	adj -
མཛོ	n.count -
མཛོ་རྟ	n.count -
མཛོད	n.count -	v.imp -
མཛོད་	v.imp -
མར་	n.mass -
མར་པ	n.prop -
མར་པ་	n.prop -
མར་པ་ཆོས་ཀྱི་བློ་གྲོས་	n.prop -
མར་པ་དབང་ཕྱུག་འོད་ཟེར་	n.prop -
མར་པ་བྱ་ཟེ	n.prop -
མར་པ་བྱ་ཟེ་	n.prop -
མར་པ་བློ་གྲོས་	n.prop -
མར་པ་མགོ་ལེགས	n.prop -
མར་པ་མགོ་ལེགས་	n.prop -
མར་བ	n.prop -
མར་མ	n.prop -
མར་མེ་	n.count -
མར་སྟོན་ཆོས་ཀྱི་བློ་གྲོས་	n.prop -
མར་སྟོན་བློ་གྲོས་	n.prop -
མི	n.count -
མི་	dunno -	n.count -	neg -
མི་གནས་སྲིད་	n.count -
མི་གཟུགས་	n.count -
མི་གཟུགས་ཅན	adj -
མི་གཡོ་	adj -
མི་ངན	n.count -
མི་དགའ་ལྷང་བ་	n.count -
མི་དགེ་	n.count -
མི་ནད་	n.count -
མི་བདག་	n.count -
མི་བརྒྱུད་	n.count -
མི་བརྡ་	n.count -
མི་བསྐྱོད་	n.prop -
མི་མང་	n.count -
མི་མཉམ་རྡོ་རྗེ	n.prop -
མི་མཉམ་རྡོ་རྗེ་	n.prop -
མི་ཚད་	n.count -
མི་ཟད་རྡོ་རྗེ	n.count -
མི་འགགས་	n.count -
མི་འབྲལ་	n.count -
མི་ཡུལ་	n.count -
མི་རེང་	n.count -
མི་རོ་	n.count -
མི་རྒན་	n.count -
མི་ལ	n.prop -
མི་ལ་	n.prop -
མི་ལ་རྡོ་རྗེ་རྒྱལ་མཚན་	n.prop -
མི་ལུས་	n.count -
མིག་	n.count -
མིག་འཁྲུལ་	n.count -
མིང་	n.count -
མིང་ཅན་	adj -
མིང་པོ	n.count -
མིན	v.cop.neg -
མིན་	v.cop.neg -
མིན་པ་	n.v.past.n.v.pres -
མིན་བ	n.v.fut.n.v.pres -
མུ་གེ་	n.count -
མུ་སྟེགས་	n.count -
མུན་ཁུང་	n.count -
མུན་ནག་	adj -
མུན་ནག་སྨག་རུམ་	n.count -
མུན་པ	n.count -
མུན་པ་	n.count -
མུན་པ་ཅན་	adj -
མུན་སེལ་	n.count -
མུན་སེལ་འོད་གསལ་	n.count -
མེ་	n.count -
མེ་ཏོག་	n.count -
མེ་ཛ་གླིང་	n.prop -
མེ་འོབས་	n.count -
མེ་རི་	n.count -
མེ་ལོང་	n.count -
མེ་སྟོན་	n.prop -
མེ་སྟོན་ཚོན་པོ	n.prop -
མེད	v.neg -
མེད་	v.neg -
མེད་པ	n.v.neg -
མེད་པ་	n.v.invar -	n.v.neg -
མེས་རྔོག་ཚུར་སྟོན་མགོ་ལེགས་	n.prop -
མེས་སྟོན་	n.prop -
མེེ་ཏྲི	n.prop -
མཻ་ཏྲི	n.prop -
མཻ་ཏྲི་	n.prop -
མཻ་ཏྲི་ཆེན་པོ	n.prop -
མཻ་ཏྲི་པ	n.prop -
མཻ་ཏྲི་པ་	n.prop -
མཻ་ཏྲི་བ	n.prop -
མཻ་ཏྲི་བ་	n.prop -
མཻཏྲི	n.prop -
མཻཏྲི་ཐར་ལམ་	n.prop -
མོ	n.count -
མོ་	n.count -
མོ་གཤམ་	n.count -
མོ་འདྲེ་	n.count -
མོག་རྒྱུ་	dunno -
མོད	v.aux -
མོད་	v.aux -
མོད་པ	n.v.invar -
མོན་	n.prop -
མོན་བོད་	n.prop -
མོས་	v.fut.v.pres -	v.invar -
མོས་གུས་	n.count -
མོས་གུས་ཅན་	adj -
མོས་པ	n.v.invar -
མོས་པ་	n.v.invar -
མྱ་ངན་	n.count -
མྱ་ངན་འདས་པ་	n.count -
མྱང་	v.fut -
མྱུར་	v.pres -
མྱུར་བ	n.v.pres -
མྱུར་སྟབས་	n.v.invar -
མྱོང་	v.invar -	v.past -
མྱོང་བ	n.v.invar -
མྱོང་བ་	n.v.invar -
མྱོང་འགྱུར་	n.count -
མྱོས་པ་	n.v.invar -
ཙ་	n.rel -
ཙན་དན་	n.mass -
ཙནྡ་	n.prop -
ཙམ	d.tsam -
ཙམ་	d.tsam -
ཙུག་	p.interrog -
ཚ	n.rel -
ཚ་བ་	n.count -
ཚ་བོ་	n.count -
ཚ་ཡ་	n.count -
ཚགས་སྡང་	n.count -
ཚང་	n.count -
ཚང་བ	n.v.invar -
ཚང་བ་	n.v.invar -
ཚང་མ	d.plural -
ཚངས་པ	n.prop -
ཚངས་སྐུད་ཅན	adj -
ཚད་	n.count -
ཚད་པ	n.v.invar -
ཚད་པ་	n.v.invar -
ཚད་བཟུང་མེད	adj -
ཚབས་	n.count -
ཚབས་ཆེན་	adj -
ཚར	v.invar -
ཚར་	n.count -	v.invar -	v.past.v.pres -
ཚར་གཅོད་	n.count -
ཚར་བ་	n.v.fut.n.v.pres -
ཚལ་	n.count -
ཚལ་པ་	n.count -
ཚིག་	n.count -
ཚིག་དོན་	n.count -
ཚིག་དོན་ལག་ལེན་	n.count -
ཚིག་པ་	n.v.invar -
ཚིག་ཚོགས་	n.count -
ཚིགས་	n.count -
ཚིམ་	v.invar -	v.past.v.pres -
ཚིམ་པ	n.v.fut.n.v.pres -
ཚིམ་པ་	n.v.fut.n.v.pres -
ཚུ	d.dem -
ཚུད	v.invar -
ཚུན་	adv.dir -
ཚུར་སྟོན་	n.prop -
ཚུལ་	n.count -
ཚུལ་འཆོས་	n.count -
ཚེ	n.count -	n.rel -
ཚེ་	n.count -	n.rel -
ཚེ་རབས	n.count -
ཚེ་སྟོད་	n.count -
ཚེགས་	n.count -
ཚེས་	n.count -
ཚོ	d.plural -
ཚོ་	d.plural -
ཚོགས	n.count -	v.invar -
ཚོགས་	n.count -
ཚོགས་ཁྲོམ་	n.count -
ཚོགས་གཏོར་	n.count -
ཚོགས་གྲལ་	n.count -
ཚོགས་ཆུང་	n.count -
ཚོགས་དཔོན་	n.count -
ཚོགས་པ	n.v.invar -
ཚོགས་པ་	n.v.invar -
ཚོགས་མཆོད་	n.count -
ཚོགས་འཁོར་	n.count -
ཚོགས་འཁོོར་	n.count -
ཚོགས་སྒྲུབ་	n.count -
ཚོང་	n.count -
ཚོང་དུས་	n.count -
ཚོང་པ་	n.count -
ཚོད་	n.count -
ཚོར་	v.fut.v.pres -
ཚོར་བ	n.v.past -
ཚོར་བ་	n.v.fut.n.v.pres -
ཚོལ་	v.fut.v.pres -	v.imp -	v.invar -
ཚོལ་པ་	n.v.fut -
ཚོལ་བ	n.v.fut.n.v.pres -
ཚོལ་བ་	n.v.fut.n.v.pres -
ཛོ་ཀི་	n.count -
ཛྙཱ་ན་བ	n.prop -
ཝལ་ལེ་	adj -
ཞ་བོ་	adj -	n.count -
ཞག་	n.count -
ཞག་ཉ་མིག་	n.count -
ཞག་སྡོད་	n.count -
ཞགས་ཏོག་པ་	n.count -
ཞང་པོ	n.count -
ཞང་པོ་	n.count -
ཞན་	n.prop -	v.past.v.pres -
ཞན་པོ་	adj -
ཞབས་	n.count -
ཞབས་ཏོག་	n.count -
ཞབས་པད་	n.count -
ཞབས་མཐིལ་	n.count -
ཞབས་མཐེ་	n.count -
ཞབས་རྗེས་	n.count -
ཞབས་རྡུལ་	n.count -
ཞར་	n.rel -
ཞལ་	n.count -
ཞལ་གདམས་	n.count -
ཞལ་ཏ་	n.count -
ཞལ་རས་	n.count -
ཞལ་སྔ	n.count -
ཞལ་སྔ་	n.count -
ཞི	v.invar -
ཞི་དུལ་	adj -
ཞི་དུལ་ཅན	adj -
ཞི་དུལ་ཅན་	adj -
ཞི་བ	n.v.invar -
ཞི་བ་བཟང་པོ	n.prop -
ཞི་བ་བཟང་པོ་	n.prop -
ཞི་བཟང་	n.prop -
ཞིག	d.indef -	v.past -
ཞིག་	cv.imp -	d.indef -
ཞིང་	cv.impf -	n.count -
ཞིང་ཁང་	n.count -
ཞིང་ཁམས་	n.count -
ཞིང་ཁམས་ས་གཞི་རབ་འབྱམས་	n.count -
ཞིང་སྐྱོང་	n.count -
ཞིང་སྐྱོང་མཁའ་འགྲོ	n.count -
ཞིབ་	v.fut.v.pres -
ཞིབ་པ	n.v.invar -
ཞིབ་རྒྱས་	n.count -
ཞུ	v.fut.v.pres -
ཞུ་	n.count -	v.fut.v.pres -
ཞུ་དོན་	n.count -
ཞུ་བ	n.v.fut.n.v.pres -
ཞུ་བ་	n.v.fut.n.v.pres -
ཞུ་མཁན་	n.v.fut.n.v.pres -
ཞུ་རྒྱུ་	n.v.fut.n.v.pres -
ཞུགས	v.past -
ཞུགས་	v.past -
ཞུགས་པ	n.v.past -
ཞུགས་པ་	n.v.invar -
ཞུས	v.past -
ཞུས་	v.imp -	v.past -
ཞུས་དག	n.count -
ཞུས་དག་	n.count -
ཞུས་པ	n.v.past -
ཞུས་པ་	n.v.past -
ཞུས་ཚུལ་	n.v.past -
ཞེ་	dunno -	n.count -
ཞེ་གདེངས་	dunno -
ཞེ་ས་	n.count -
ཞེན་ཆགས་	n.count -
ཞེན་པ་	n.v.past.n.v.pres -
ཞེན་བ	n.v.fut.n.v.pres -
ཞེན་བཅས་རིན་ཆེན་མཎྜལ་	n.count -
ཞེན་མེད་	adj -
ཞེན་མེད་སྒྱུ་ལུས་	n.count -
ཞེས	cl.quot -
ཞེས་	cl.quot -
ཞེས་པ	cl.quot -
ཞེས་པ་	cl.quot -
ཞོ་	n.count -
ཞོག	v.imp -
ཞོགས	v.imp -
ཞོན	v.pres -
ཞོན་	v.pres -
ཞོལ་	n.count -
ཞོལ་ལེ་	dunno -
ཟ	v.fut.v.pres -	v.pres -
ཟ་	v.pres -
ཟ་བ	n.v.pres -
ཟ་བ་	n.v.fut.n.v.pres -
ཟ་འོག་	n.mass -
ཟག་པ་	n.v.invar -
ཟག་མེད་	adj -
ཟག་མེད་བདེ་བ	n.count -
ཟག་མེད་བདེ་རྒྱས་	n.count -
ཟག་མེད་བསམ་གཏན་	n.count -
ཟགས	v.past.v.pres -
ཟང་ཟིང་	n.count -
ཟད	v.past -
ཟད་	v.invar -
ཟད་པ	n.v.invar -
ཟད་པ་	n.v.invar -
ཟད་ས	n.v.invar -
ཟབ་	v.pres -
ཟབ་ཁྱད་	n.count -
ཟབ་པ་	n.v.pres -
ཟབ་པ་སྔགས་	n.count -
ཟབ་པོ	adj -
ཟབ་མི་ཟབ་	adj -
ཟབ་མོ	adj -
ཟབ་མོ་	adj -
ཟབ་མོ་གནད་	n.count -
ཟབ་མོ་དབང་བཞི	n.count -
ཟབ་མོ་བརྡ་	n.count -
ཟམ་པ་	n.count -
ཟས་ཆང་	n.count -
ཟིན	v.fut.v.pres -	v.invar -
ཟིན་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
ཟིན་པ་	n.v.past.n.v.pres -
ཟིལ་	n.count -
ཟིལ་པ་ཅན་	adj -
ཟུག་པ	n.v.past -
ཟུང་	n.count -
ཟུང་འཇུག་	n.count -
ཟུང་འཇུག་མཉམ་ཉིད་རོལ་པ	n.count -
ཟུང་འཇུག་རིག་པ་	n.count -
ཟུངས	v.imp -
ཟུར་	n.count -
ཟུར་མིག་	n.count -
ཟེའུ་འབྲུ་	n.count -
ཟེར	v.invar -
ཟེར་	v.fut.v.pres -	v.invar -	v.past.v.pres -	v.pres -
ཟེར་བ	n.v.fut.n.v.pres -
ཟེར་བ་	n.v.fut.n.v.pres -
ཟེར་ཟེར་	n.count -
ཟེར་ལུགས་	n.v.invar -
ཟེར་ས་	n.v.invar -
ཟོ	v.imp -
ཟོས་	v.past -
ཟོས་པ	n.v.past -
ཟླ་གྲོགས་	n.count -
ཟླ་ཕྱེད་	n.count -
ཟླ་བ	n.count -
ཟླ་བ་	n.count -
ཟླ་བ་འོད་	n.count -
ཟླ་བ་རྒྱས་པ་	n.prop -
ཟླ་སྐྱེལ་ཕལ་	n.count -
ཟླ་སྟོད་	n.count -
ཟློས་པ	n.v.invar -
འཁར་བ	n.count -
འཁར་སྟབས་	n.count -
འཁོར་	dunno -	n.count -	v.invar -	v.past.v.pres -
འཁོར་ཐབས་	n.v.invar -
འཁོར་བ	n.v.fut.n.v.pres -
འཁོར་བ་	n.v.fut.n.v.pres -
འཁོར་བཅས་	adj -
འཁོར་མང་	n.count -
འཁོར་ཚོགས་	n.count -
འཁོར་འདས་	n.count -
འཁོར་འཕྲལ་	dunno -
འཁོར་ལོ	n.count -
འཁོར་ལོ་	n.count -
འཁོར་ལོ་བདེ་མཆོག་	n.prop -
འཁོར་ལོས་སྒྱུར་རྒྱལ་རིན་ཆེན་	n.count -
འཁྱག་པ་	n.v.fut.n.v.pres -
འཁྱམ་	v.fut.v.pres -
འཁྱུག་	v.invar -
འཁྱུད	v.invar -
འཁྱུད་	v.invar -
འཁྱེར་བ	n.v.fut.n.v.pres -
འཁྱོར	v.invar -
འཁྱོལ་	v.invar -	v.past -	v.past.v.pres -
འཁྱོལ་བ་	n.v.fut.n.v.pres -
འཁྲབ	v.invar -
འཁྲབ་པ་	n.v.invar -
འཁྲབས་པ	n.v.past -
འཁྲི་བ་	n.v.invar -
འཁྲིགས	v.invar -
འཁྲིགས་པ	n.v.invar -
འཁྲིད	v.fut.v.pres -
འཁྲིད་	v.fut.v.pres -
འཁྲིས་	n.rel -
འཁྲུག་པ	n.v.invar -
འཁྲུགས	v.invar -
འཁྲུགས་	v.invar -
འཁྲུགས་པ་	n.v.invar -
འཁྲུངས	v.past.v.pres -
འཁྲུངས་	v.past.v.pres -
འཁྲུངས་པ	n.v.past.n.v.pres -
འཁྲུངས་ཚུལ	n.v.past -
འཁྲུངས་ཚུལ་	n.v.past -
འཁྲུལ་པ	n.v.past.n.v.pres -
འཁྲུལ་པ་	n.v.past.n.v.pres -
འཁྲུལ་འཁོར་	n.count -
འཁྲེན་པ	n.v.pres -
འཁྲོལ་	v.fut.v.pres -
འག	d.plural -
འགག་པ་	n.v.fut.n.v.pres -
འགག་མེད་	adj -
འགག་མེད་རྟེན་འབྲེལ་	n.count -
འགགས་པ	n.v.past -
འགགས་པ་	n.v.past -
འགའ	d.plural -
འགའ་	d.plural -
འགལ་བ	n.v.fut.n.v.pres -
འགལ་བ་	n.v.fut.n.v.pres -
འགུགས་	v.pres -
འགུལ་	v.invar -
འགེལ་བ	n.v.pres -
འགོད་	v.past.v.pres -
འགོད་པ་	n.v.past.n.v.pres -
འགོར་བ་	n.v.fut.n.v.pres -
འགྱུ་བ་	n.v.fut.n.v.pres -
འགྱུར	v.fut.v.pres -
འགྱུར་	v.fut.v.pres -	v.pres -
འགྱུར་པ་	n.v.pres -
འགྱུར་བ	n.v.fut.n.v.pres -
འགྱུར་བ་	n.count -	n.v.fut.n.v.pres -
འགྱུར་མེད་རིག་པ་	n.count -
འགྱེལ་	v.invar -
འགྱེས་	v.invar -
འགྱོད་	v.invar -
འགྱོད་པ	n.v.invar -
འགྱོད་པ་	n.v.fut.n.v.pres -
འགྱོད་མེད་	adj -
འགྲགས་པ	n.v.pres -
འགྲངས་	v.past -
འགྲན་	n.count -
འགྲམ་	n.count -	n.rel -
འགྲིབ་	v.fut.v.pres -
འགྲུབ	v.fut.v.pres -
འགྲུབ་	v.fut.v.pres -
འགྲེལ་པ	n.count -
འགྲེལ་པ་	n.count -
འགྲེལ་བ་	n.count -
འགྲོ	v.fut.v.pres -
འགྲོ་	n.count -	v.fut.v.pres -
